station,suburb,fuel_type,price
Shell Reddy Express Emerald Beach,Emerald Beach,P98,230.9
Shell Reddy Express Emerald Beach,Emerald Beach,U91,203.9
Shell Reddy Express Enfield,Strathfield South,DL,232.9
Shell Reddy Express Enfield,Strathfield South,E10,187.9
Shell Reddy Express Enfield,Strathfield South,P95,207.4
Shell Reddy Express Enfield,Strathfield South,P98,216.9
Shell Reddy Express Enfield,Strathfield South,U91,189.9
Shell Reddy Express Faulconbridge,Faulconbridge,DL,240.9
Shell Reddy Express Faulconbridge,Faulconbridge,E10,193.9
Shell Reddy Express Faulconbridge,Faulconbridge,P95,211.4
Shell Reddy Express Faulconbridge,Faulconbridge,P98,220.9
Shell Reddy Express Five Dock,Five Dock,E10,187.9
Shell Reddy Express Five Dock,Five Dock,P95,207.4
Shell Reddy Express Five Dock,Five Dock,P98,216.9
Shell Reddy Express Five Dock,Five Dock,U91,189.9
Shell Reddy Express Fyshwick Capital,FYSHWICK,DL,236.9
Shell Reddy Express Fyshwick Capital,FYSHWICK,E10,196.9
Shell Reddy Express Fyshwick Capital,FYSHWICK,P98,225.9
Shell Reddy Express Fyshwick Capital,FYSHWICK,U91,198.9
Shell Reddy Express Fyshwick Wiluna,Fyshwick Wiluna,DL,236.9
Shell Reddy Express Fyshwick Wiluna,Fyshwick Wiluna,P95,216.4
Shell Reddy Express Fyshwick Wiluna,Fyshwick Wiluna,P98,225.9
Shell Reddy Express Fyshwick Wiluna,Fyshwick Wiluna,U91,198.9
Shell Reddy Express Gilgandra,Gilgandra,DL,240.9
Shell Reddy Express Gilgandra,Gilgandra,P95,216.4
Shell Reddy Express Gilgandra,Gilgandra,P98,225.9
Shell Reddy Express Gilgandra,Gilgandra,U91,198.9
Shell Reddy Express Goulburn,Goulburn,DL,241.9
Shell Reddy Express Goulburn,Goulburn,E10,195.9
Shell Reddy Express Goulburn,Goulburn,P95,215.4
Shell Reddy Express Goulburn,Goulburn,P98,224.9
Shell Reddy Express Goulburn,Goulburn,U91,197.9
Shell Reddy Express Green Valley,Green Valley,DL,240.9
Shell Reddy Express Green Valley,Green Valley,E10,187.9
Shell Reddy Express Green Valley,Green Valley,P95,207.4
Shell Reddy Express Green Valley,Green Valley,P98,216.9
Shell Reddy Express Green Valley,Green Valley,U91,189.9
Shell Reddy Express Greenacre,Greenacre,DL,232.9
Shell Reddy Express Greenacre,Greenacre,E10,187.9
Shell Reddy Express Greenacre,Greenacre,P95,207.4
Shell Reddy Express Greenacre,Greenacre,P98,216.9
Shell Reddy Express Greenacre,Greenacre,U91,189.9
Shell Reddy Express Griffith,Griffith,DL,241.9
Shell Reddy Express Griffith,Griffith,E10,201.9
Shell Reddy Express Griffith,Griffith,P98,230.9
Shell Reddy Express Griffith,Griffith,U91,203.9
Shell Reddy Express Guildford,Guildford,DL,240.9
Shell Reddy Express Guildford,Guildford,E10,193.9
Shell Reddy Express Guildford,Guildford,P95,213.4
Shell Reddy Express Guildford,Guildford,P98,222.9
Shell Reddy Express Guildford,Guildford,U91,195.9
Shell Reddy Express Gungahlin,GUNGAHLIN,DL,243.9
Shell Reddy Express Gungahlin,GUNGAHLIN,E10,201.9
Shell Reddy Express Gungahlin,GUNGAHLIN,P98,230.9
Shell Reddy Express Gungahlin,GUNGAHLIN,U91,203.9
Shell Reddy Express Hawker,Hawker,DL,243.9
Shell Reddy Express Hawker,Hawker,E10,201.9
Shell Reddy Express Hawker,Hawker,P98,230.9
Shell Reddy Express Hawker,Hawker,U91,203.9
Shell Reddy Express Hornsby,Hornsby,DL,235.9
Shell Reddy Express Hornsby,Hornsby,E10,187.9
Shell Reddy Express Hornsby,Hornsby,P95,207.4
Shell Reddy Express Hornsby,Hornsby,P98,216.9
Shell Reddy Express Hornsby,Hornsby,U91,189.9
Shell Reddy Express Hoxton Park,Hoxton Park,DL,240.9
Shell Reddy Express Hoxton Park,Hoxton Park,E10,193.9
Shell Reddy Express Hoxton Park,Hoxton Park,P95,211.4
Shell Reddy Express Hoxton Park,Hoxton Park,P98,220.9
Shell Reddy Express Killarney Vale,Killarney Vale,E10,195.9
Shell Reddy Express Killarney Vale,Killarney Vale,P95,215.4
Shell Reddy Express Killarney Vale,Killarney Vale,P98,224.9
Shell Reddy Express Killarney Vale,Killarney Vale,U91,197.9
Shell Reddy Express Kotara,Kotara,DL,238.9
Shell Reddy Express Kotara,Kotara,E10,195.9
Shell Reddy Express Kotara,Kotara,P95,213.4
Shell Reddy Express Kotara,Kotara,P98,222.9
Shell Reddy Express Lane Cove,Lane Cove,DL,240.9
Shell Reddy Express Lane Cove,Lane Cove,E10,193.9
Shell Reddy Express Lane Cove,Lane Cove,P95,211.4
Shell Reddy Express Lane Cove,Lane Cove,P98,220.9
Shell Reddy Express Lavington,Lavington,DL,236.9
Shell Reddy Express Lavington,Lavington,E10,193.9
Shell Reddy Express Lavington,Lavington,P95,213.4
Shell Reddy Express Lavington,Lavington,P98,222.9
Shell Reddy Express Lavington,Lavington,U91,195.9
Shell Reddy Express Lawson,Lawson,DL,240.9
Shell Reddy Express Lawson,Lawson,P95,213.4
Shell Reddy Express Lawson,Lawson,P98,222.9
Shell Reddy Express Lawson,Lawson,U91,195.9
Shell Reddy Express Leppington,Leppington,DL,240.9
Shell Reddy Express Leppington,Leppington,E10,193.9
Shell Reddy Express Lidcombe,Lidcombe,DL,240.9
Shell Reddy Express Lidcombe,Lidcombe,E10,193.9
Shell Reddy Express Lidcombe,Lidcombe,P95,211.4
Shell Reddy Express Lidcombe,Lidcombe,P98,220.9
Shell Reddy Express Lismore,Lismore,DL,241.9
Shell Reddy Express Lismore,Lismore,E10,201.9
Shell Reddy Express Lismore,Lismore,P95,221.4
Shell Reddy Express Lismore,Lismore,P98,230.9
Shell Reddy Express Lismore,Lismore,U91,203.9
Shell Reddy Express Lithgow,South Bowenfels,DL,241.9
Shell Reddy Express Lithgow,South Bowenfels,P98,230.9
Shell Reddy Express Lithgow,South Bowenfels,U91,203.9
Shell Reddy Express Liverpool,Liverpool,DL,232.9
Shell Reddy Express Liverpool,Liverpool,E10,187.9
Shell Reddy Express Liverpool,Liverpool,P98,216.9
Shell Reddy Express Liverpool,Liverpool,U91,189.9
Shell Reddy Express Maroubra,Maroubra,P95,213.4
Shell Reddy Express Maroubra,Maroubra,P98,222.9
Shell Reddy Express Maroubra,Maroubra,U91,195.9
Shell Reddy Express Merrylands,Merrylands,E10,193.9
Shell Reddy Express Merrylands,Merrylands,P95,213.4
Shell Reddy Express Merrylands,Merrylands,P98,222.9
Shell Reddy Express Merrylands,Merrylands,U91,195.9
Shell Reddy Express Mittagong,Mittagong,DL,241.9
Shell Reddy Express Mittagong,Mittagong,E10,199.9
Shell Reddy Express Mittagong,Mittagong,P95,219.4
Shell Reddy Express Mittagong,Mittagong,P98,228.9
Shell Reddy Express Mittagong,Mittagong,U91,201.9
Shell Reddy Express Moree,Moree,DL,241.9
Shell Reddy Express Moree,Moree,P95,221.4
Shell Reddy Express Moree,Moree,P98,230.9
Shell Reddy Express Moree,Moree,U91,203.9
Shell Reddy Express Moss Vale,Moss Vale,DL,241.9
Shell Reddy Express Moss Vale,Moss Vale,E10,199.9
Shell Reddy Express Moss Vale,Moss Vale,P95,217.4
Shell Reddy Express Moss Vale,Moss Vale,P98,226.9
Shell Reddy Express Motto Farm,Heatherbrae,DL,236.9
Shell Reddy Express Motto Farm,Heatherbrae,E10,186.9
Shell Reddy Express Motto Farm,Heatherbrae,P98,215.9
Shell Reddy Express Motto Farm,Heatherbrae,U91,188.9
Shell Reddy Express Mount Annan,Mount Annan,DL,232.9
Shell Reddy Express Mount Annan,Mount Annan,E10,187.9
Shell Reddy Express Mount Annan,Mount Annan,P95,207.4
Shell Reddy Express Mount Annan,Mount Annan,P98,216.9
Shell Reddy Express Mount Annan,Mount Annan,U91,189.9
Shell Reddy Express Mudgee,Mudgee,DL,241.9
Shell Reddy Express Mudgee,Mudgee,U91,203.9
Shell Reddy Express Murwillumbah,SOUTH MURWILLUMBAH,DL,241.9
Shell Reddy Express Murwillumbah,SOUTH MURWILLUMBAH,E10,201.9
Shell Reddy Express Murwillumbah,SOUTH MURWILLUMBAH,P95,221.4
Shell Reddy Express Murwillumbah,SOUTH MURWILLUMBAH,P98,230.9
Shell Reddy Express Murwillumbah,SOUTH MURWILLUMBAH,U91,203.9
Shell Reddy Express Narellan,Narellan,DL,240.9
Shell Reddy Express Narellan,Narellan,E10,193.9
Shell Reddy Express Narellan,Narellan,P95,213.4
Shell Reddy Express Narellan,Narellan,P98,222.9
Shell Reddy Express Narellan,Narellan,U91,195.9
Shell Reddy Express Narrandera,NARRANDERA,DL,241.9
Shell Reddy Express Narrandera,NARRANDERA,E10,205.9
Shell Reddy Express Narrandera,NARRANDERA,P95,223.4
Shell Reddy Express Narrandera,NARRANDERA,P98,232.9
Shell Reddy Express Neutral Bay,Neutral Bay,DL,240.9
Shell Reddy Express Neutral Bay,Neutral Bay,E10,193.9
Shell Reddy Express Neutral Bay,Neutral Bay,P95,213.4
Shell Reddy Express Neutral Bay,Neutral Bay,P98,222.9
Shell Reddy Express Neutral Bay,Neutral Bay,U91,195.9
Shell Reddy Express North Ryde,North Ryde,DL,240.9
Shell Reddy Express North Ryde,North Ryde,E10,187.9
Shell Reddy Express North Ryde,North Ryde,P95,207.4
Shell Reddy Express North Ryde,North Ryde,P98,216.9
Shell Reddy Express North Ryde,North Ryde,U91,189.9
Shell Reddy Express North Ryde Wicks,North Ryde,DL,240.9
Shell Reddy Express North Ryde Wicks,North Ryde,E10,193.9
Shell Reddy Express North Ryde Wicks,North Ryde,P98,222.9
Shell Reddy Express North Ryde Wicks,North Ryde,U91,195.9
Shell Reddy Express Northmead Briens,Northmead,DL,240.9
Shell Reddy Express Northmead Briens,Northmead,E10,187.9
Shell Reddy Express Northmead Briens,Northmead,P95,205.4
Shell Reddy Express Northmead Briens,Northmead,P98,214.9
Shell Reddy Express Nowra,Nowra,DL,241.9
Shell Reddy Express Nowra,Nowra,E10,195.9
Shell Reddy Express Nowra,Nowra,P95,213.4
Shell Reddy Express Nowra,Nowra,P98,222.9
Shell Reddy Express Oak Flats,Oak Flats,DL,241.9
Shell Reddy Express Oak Flats,Oak Flats,E10,195.9
Shell Reddy Express Oak Flats,Oak Flats,P95,213.4
Shell Reddy Express Oak Flats,Oak Flats,P98,222.9
Shell Reddy Express Orange,Orange,DL,241.9
Shell Reddy Express Orange,Orange,E10,199.9
Shell Reddy Express Orange,Orange,P98,228.9
Shell Reddy Express Orange,Orange,U91,201.9
Shell Reddy Express Oyster Bay,Oyster Bay,E10,187.9
Shell Reddy Express Oyster Bay,Oyster Bay,P95,207.4
Shell Reddy Express Oyster Bay,Oyster Bay,P98,216.9
Shell Reddy Express Oyster Bay,Oyster Bay,U91,189.9
Shell Reddy Express Pagewood,Pagewood,DL,240.9
Shell Reddy Express Pagewood,Pagewood,E10,187.9
Shell Reddy Express Pagewood,Pagewood,P95,207.4
Shell Reddy Express Pagewood,Pagewood,P98,216.9
Shell Reddy Express Pagewood,Pagewood,U91,189.9
Shell Reddy Express Parklea,Parklea,DL,240.9
Shell Reddy Express Parklea,Parklea,E10,193.9
Shell Reddy Express Parklea,Parklea,P95,211.4
Shell Reddy Express Parklea,Parklea,P98,220.9
Shell Reddy Express Phillip,PHILLIP,DL,243.9
Shell Reddy Express Phillip,PHILLIP,P98,230.9
Shell Reddy Express Phillip,PHILLIP,U91,203.9
Shell Reddy Express Picton,Picton,DL,236.9
Shell Reddy Express Picton,Picton,E10,191.9
Shell Reddy Express Picton,Picton,P95,209.4
Shell Reddy Express Picton,Picton,P98,218.9
Shell Reddy Express Port Macquarie,PORT MACQUARIE,DL,241.9
Shell Reddy Express Port Macquarie,PORT MACQUARIE,E10,201.9
Shell Reddy Express Port Macquarie,PORT MACQUARIE,P95,221.4
Shell Reddy Express Port Macquarie,PORT MACQUARIE,P98,230.9
Shell Reddy Express Port Macquarie,PORT MACQUARIE,U91,203.9
Shell Reddy Express Ramsgate,Ramsgate,DL,232.9
Shell Reddy Express Ramsgate,Ramsgate,E10,187.9
Shell Reddy Express Ramsgate,Ramsgate,P95,205.4
Shell Reddy Express Ramsgate,Ramsgate,P98,214.9
Shell Reddy Express Randwick Alison Rd,Randwick,DL,240.9
Shell Reddy Express Randwick Alison Rd,Randwick,E10,193.9
Shell Reddy Express Randwick Alison Rd,Randwick,P95,213.4
Shell Reddy Express Randwick Alison Rd,Randwick,P98,222.9
Shell Reddy Express Randwick Alison Rd,Randwick,U91,195.9
Shell Reddy Express Randwick Frenchmans,Randwick,DL,240.9
Shell Reddy Express Randwick Frenchmans,Randwick,E10,193.9
Shell Reddy Express Randwick Frenchmans,Randwick,P98,222.9
Shell Reddy Express Randwick Frenchmans,Randwick,U91,195.9
Shell Reddy Express Rutherford,Rutherford,DL,238.9
Shell Reddy Express Rutherford,Rutherford,E10,195.9
Shell Reddy Express Rutherford,Rutherford,P95,213.4
Shell Reddy Express Rutherford,Rutherford,P98,222.9
Shell Reddy Express Ryde,Ryde,E10,193.9
Shell Reddy Express Ryde,Ryde,P95,211.4
Shell Reddy Express Ryde,Ryde,P98,220.9
Shell Reddy Express Smithfield,Smithfield,DL,232.9
Shell Reddy Express Smithfield,Smithfield,E10,187.9
Shell Reddy Express Smithfield,Smithfield,P95,205.4
Shell Reddy Express Smithfield,Smithfield,P98,214.9
Shell Reddy Express St Clair,St Clair,DL,240.9
Shell Reddy Express St Clair,St Clair,P95,213.4
Shell Reddy Express St Clair,St Clair,P98,222.9
Shell Reddy Express St Clair,St Clair,U91,195.9
Shell Reddy Express St Helens Park,St Helens Park,DL,240.9
Shell Reddy Express St Helens Park,St Helens Park,E10,193.9
Shell Reddy Express St Helens Park,St Helens Park,P95,213.4
Shell Reddy Express St Helens Park,St Helens Park,P98,222.9
Shell Reddy Express St Helens Park,St Helens Park,U91,195.9
Shell Reddy Express Stanmore,Stanmore,DL,240.9
Shell Reddy Express Stanmore,Stanmore,E10,193.9
Shell Reddy Express Stanmore,Stanmore,P95,213.4
Shell Reddy Express Stanmore,Stanmore,P98,222.9
Shell Reddy Express Stanmore,Stanmore,U91,195.9
Shell Reddy Express Sutton Forest,Sutton Forest,DL,241.9
Shell Reddy Express Sutton Forest,Sutton Forest,E10,197.9
Shell Reddy Express Sutton Forest,Sutton Forest,P98,226.9
Shell Reddy Express Sutton Forest,Sutton Forest,U91,199.9
Shell Reddy Express Tamworth,Tamworth,DL,241.9
Shell Reddy Express Tamworth,Tamworth,P95,221.4
Shell Reddy Express Tamworth,Tamworth,P98,230.9
Shell Reddy Express Tamworth,Tamworth,U91,203.9
Shell Reddy Express Tamworth West,Tamworth West,DL,241.9
Shell Reddy Express Tamworth West,Tamworth West,E10,201.9
Shell Reddy Express Tamworth West,Tamworth West,P95,221.4
Shell Reddy Express Tamworth West,Tamworth West,P98,230.9
Shell Reddy Express Tamworth West,Tamworth West,U91,203.9
Shell Reddy Express Taree,Taree,DL,241.9
Shell Reddy Express Taree,Taree,E10,201.9
Shell Reddy Express Taree,Taree,P95,221.4
Shell Reddy Express Taree,Taree,P98,230.9
Shell Reddy Express Taree,Taree,U91,203.9
Shell Reddy Express Thornleigh,Thornleigh,DL,240.9
Shell Reddy Express Thornleigh,Thornleigh,E10,187.9
Shell Reddy Express Thornleigh,Thornleigh,P95,207.4
Shell Reddy Express Thornleigh,Thornleigh,P98,216.9
Shell Reddy Express Thornleigh,Thornleigh,U91,189.9
Shell Reddy Express Toronto,Toronto,DL,238.9
Shell Reddy Express Toronto,Toronto,E10,195.9
Shell Reddy Express Toronto,Toronto,P95,213.4
Shell Reddy Express Toronto,Toronto,P98,222.9
Shell Reddy Express Tuggeranong,Greenway,DL,243.9
Shell Reddy Express Tuggeranong,Greenway,E10,201.9
Shell Reddy Express Tuggeranong,Greenway,P95,221.4
Shell Reddy Express Tuggeranong,Greenway,P98,230.9
Shell Reddy Express Tuggeranong,Greenway,U91,203.9
Shell Reddy Express Tweed Heads,Tweed Heads,DL,238.9
Shell Reddy Express Tweed Heads,Tweed Heads,E10,190.9
Shell Reddy Express Tweed Heads,Tweed Heads,P98,219.9
Shell Reddy Express Tweed Heads,Tweed Heads,U91,192.9
Shell Reddy Express Tweed Heads South,Tweed Heads South,DL,241.9
Shell Reddy Express Tweed Heads South,Tweed Heads South,E10,195.9
Shell Reddy Express Tweed Heads South,Tweed Heads South,P95,215.4
Shell Reddy Express Tweed Heads South,Tweed Heads South,P98,224.9
Shell Reddy Express Tweed Heads South,Tweed Heads South,U91,197.9
Shell Reddy Express Ultimo,ULTIMO,DL,240.9
Shell Reddy Express Ultimo,ULTIMO,E10,187.9
Shell Reddy Express Ultimo,ULTIMO,P95,205.4
Shell Reddy Express Ultimo,ULTIMO,P98,214.9
Shell Reddy Express Wahroonga,Wahroonga,DL,240.9
Shell Reddy Express Wahroonga,Wahroonga,E10,193.9
Shell Reddy Express Wahroonga,Wahroonga,P95,213.4
Shell Reddy Express Wahroonga,Wahroonga,P98,222.9
Shell Reddy Express Wahroonga,Wahroonga,U91,195.9
Shell Reddy Express Wallsend East,Wallsend,DL,238.9
Shell Reddy Express Wallsend East,Wallsend,E10,195.9
Shell Reddy Express Wallsend East,Wallsend,P98,224.9
Shell Reddy Express Wallsend East,Wallsend,U91,197.9
Shell Reddy Express Wallsend West,Wallsend,DL,238.9
Shell Reddy Express Wallsend West,Wallsend,E10,195.9
Shell Reddy Express Wallsend West,Wallsend,P98,224.9
Shell Reddy Express Wallsend West,Wallsend,U91,197.9
Shell Reddy Express Wanniassa,WANNIASSA,DL,243.9
Shell Reddy Express Wanniassa,WANNIASSA,P95,221.4
Shell Reddy Express Wanniassa,WANNIASSA,P98,230.9
Shell Reddy Express Wanniassa,WANNIASSA,U91,203.9
Shell Reddy Express Wauchope,Wauchope,DL,241.9
Shell Reddy Express Wauchope,Wauchope,P95,221.4
Shell Reddy Express Wauchope,Wauchope,P98,230.9
Shell Reddy Express Wauchope,Wauchope,U91,203.9
Shell Reddy Express West Dubbo,Dubbo,DL,241.9
Shell Reddy Express West Dubbo,Dubbo,E10,195.9
Shell Reddy Express West Dubbo,Dubbo,P98,224.9
Shell Reddy Express West Dubbo,Dubbo,U91,197.9
Shell Reddy Express West Ryde,West Ryde,E10,193.9
Shell Reddy Express West Ryde,West Ryde,P95,213.4
Shell Reddy Express West Ryde,West Ryde,P98,222.9
Shell Reddy Express West Ryde,West Ryde,U91,195.9
Shell Reddy Express Wetherill Park Elizabeth,Wetherill Park,DL,241.9
Shell Reddy Express Wetherill Park Elizabeth,Wetherill Park,E10,205.9
Shell Reddy Express Wetherill Park Elizabeth,Wetherill Park,P95,223.4
Shell Reddy Express Wetherill Park Elizabeth,Wetherill Park,P98,232.9
Shell Reddy Express Wollongong,Wollongong,DL,241.9
Shell Reddy Express Wollongong,Wollongong,E10,195.9
Shell Reddy Express Wollongong,Wollongong,P95,215.4
Shell Reddy Express Wollongong,Wollongong,P98,224.9
Shell Reddy Express Wollongong,Wollongong,U91,197.9
Shell Reddy Express Wollongong West,Wollongong West,DL,236.9
Shell Reddy Express Wollongong West,Wollongong West,E10,195.9
Shell Reddy Express Wollongong West,Wollongong West,P95,213.4
Shell Reddy Express Wollongong West,Wollongong West,P98,222.9
Shell Reddy Express Wyalong,Wyalong,DL,241.9
Shell Reddy Express Wyalong,Wyalong,E10,201.9
Shell Reddy Express Wyalong,Wyalong,P98,230.9
Shell Reddy Express Wyalong,Wyalong,U91,203.9
Shell Reddy Express Yagoona,Yagoona,DL,232.9
Shell Reddy Express Yagoona,Yagoona,E10,187.9
Shell Reddy Express Yagoona,Yagoona,P95,205.4
Shell Reddy Express Yagoona,Yagoona,P98,214.9
Shell Reddy Express Yallah,Yallah,DL,241.9
Shell Reddy Express Yallah,Yallah,E10,195.9
Shell Reddy Express Yallah,Yallah,P95,213.4
Shell Reddy Express Yallah,Yallah,P98,222.9
Shell Roadhouse Truck Stop,FREEMANS WATERHOLE,DL,235.9
Shell Roadhouse Truck Stop,FREEMANS WATERHOLE,E10,192.9
Shell Roadhouse Truck Stop,FREEMANS WATERHOLE,P98,217.9
Shell Roadhouse Truck Stop,FREEMANS WATERHOLE,U91,194.9
Shell Rylstone,Rylstone,DL,239.9
Shell Rylstone,Rylstone,P95,209.9
Shell Rylstone,Rylstone,P98,219.9
Shell Rylstone,Rylstone,U91,199.9
Shell Servo Gunnedah,GUNNEDAH,DL,229.5
Shell Servo Gunnedah,GUNNEDAH,E10,189.5
Shell Servo Gunnedah,GUNNEDAH,P95,208.5
Shell Servo Gunnedah,GUNNEDAH,P98,216.5
Shell Servo Gunnedah,GUNNEDAH,U91,193.5
Shell South Lismore,South Lismore,DL,243.9
Shell South Lismore,South Lismore,P98,224.9
Shell South Lismore,South Lismore,U91,202.9
Shell Southwest Rocks,SOUTH WEST ROCKS,DL,239.9
Shell Southwest Rocks,SOUTH WEST ROCKS,P98,214.9
Shell Southwest Rocks,SOUTH WEST ROCKS,U91,194.9
Shell Suffolk Park,Suffolk Park,DL,248.9
Shell Suffolk Park,Suffolk Park,P95,215.9
Shell Suffolk Park,Suffolk Park,P98,224.9
Shell Suffolk Park,Suffolk Park,U91,199.9
Shell Temora,TEMORA,P95,209.9
Shell Temora,TEMORA,P98,222.9
Shell Temora,TEMORA,U91,197.9
Shell Tolland,TOLLAND,P98,227.9
Shell Tolland,TOLLAND,U91,199.9
Shell Tooleybuc,TOOLEYBUC,DL,235.9
Shell Tooleybuc,TOOLEYBUC,P98,214.9
Shell Tooleybuc,TOOLEYBUC,U91,194.9
Shell Tyagarah,TYAGARAH,DL,245.9
Shell Tyagarah,TYAGARAH,P95,213.9
Shell Tyagarah,TYAGARAH,P98,223.9
Shell Tyagarah,TYAGARAH,U91,203.9
Shell Tyndale (24/7 unmanned fuel),TYNDALE,DL,234.9
Shell Tyndale (24/7 unmanned fuel),TYNDALE,P98,217.9
Shell Tyndale (24/7 unmanned fuel),TYNDALE,U91,195.9
Shell Urunga,Urunga,P95,217.9
Shell Urunga,Urunga,P98,227.9
Shell Urunga,Urunga,U91,202.9
Shell Wandandian,WANDANDIAN,E10,196.9
Shell Wandandian,WANDANDIAN,P95,216.9
Shell Wandandian,WANDANDIAN,P98,222.9
Shell Wandandian,WANDANDIAN,U91,198.9
Shell Wellington,Wellington,DL,245.9
Shell Wellington,Wellington,P95,211.9
Shell Wellington,Wellington,P98,221.9
Shell Wellington,Wellington,U91,201.9
Shell West Wyalong,West Wyalong,DL,239.9
Shell West Wyalong,West Wyalong,P98,219.9
Shell West Wyalong,West Wyalong,U91,199.9
Shell Wisemans Ferry,WISEMANS FERRY,DL,239.9
Shell Wisemans Ferry,WISEMANS FERRY,P98,224.9
Shell Wisemans Ferry,WISEMANS FERRY,U91,194.9
Shell Wollongbar,WOLLONGBAR,DL,248.9
Shell Wollongbar,WOLLONGBAR,P95,213.9
Shell Wollongbar,WOLLONGBAR,P98,223.9
Shell Wollongbar,WOLLONGBAR,U91,199.9
Shell Wyong,WYONG,DL,227.9
Shell Wyong,WYONG,P98,219.9
Shell Wyong,WYONG,U91,193.9
Shell Xroads Cranebrook,CRANEBROOK,E10,194.9
Shell Xroads Cranebrook,CRANEBROOK,P95,210.9
Shell Xroads Cranebrook,CRANEBROOK,P98,218.9
Shell Xroads Cranebrook,CRANEBROOK,U91,196.9
Shell Yagoona,Yagoona,DL,231.9
Shell Yagoona,Yagoona,E10,187.5
Shell Yagoona,Yagoona,P95,207.5
Shell Yagoona,Yagoona,P98,216.5
Shell Yagoona,Yagoona,U91,189.5
Shell Young Metro,YOUNG,E10,187.9
Shell Young Metro,YOUNG,P98,213.9
Shell Young Metro,YOUNG,U91,189.9
Shelly Beach Store,PORT MACQUARIE,DL,241.9
Shelly Beach Store,PORT MACQUARIE,P95,219.9
Shelly Beach Store,PORT MACQUARIE,U91,203.9
Silvalite Fuel Stop,Ashmont,DL,234.9
Silvalite Fuel Stop,Ashmont,E10,192.9
Silvalite Fuel Stop,Ashmont,P98,208.9
Silvalite Fuel Stop,Ashmont,U91,194.9
Snowy Valley Service Centre,EAST JINDABYNE,DL,246.9
Snowy Valley Service Centre,EAST JINDABYNE,P95,218.9
Snowy Valley Service Centre,EAST JINDABYNE,P98,226.9
Snowy Valley Service Centre,EAST JINDABYNE,U91,208.9
Solo Wagga Wagga,EAST WAGGA WAGGA,DL,226.5
Solo Wagga Wagga,EAST WAGGA WAGGA,E10,181.5
Solo Wagga Wagga,EAST WAGGA WAGGA,P98,206.5
Solo Wagga Wagga,EAST WAGGA WAGGA,U91,183.5
South Kempsey Local Servo,SOUTH KEMPSEY,DL,232.9
South Kempsey Local Servo,SOUTH KEMPSEY,P95,201.9
South Kempsey Local Servo,SOUTH KEMPSEY,U91,190.9
South Petrol,PORT KEMBLA,E10,184.5
South Petrol,PORT KEMBLA,P98,212.5
South Petrol,PORT KEMBLA,U91,186.5
South West Fuel - Ardlethan,Ardlethan,DL,240.9
South West Fuel - Ariah Park,ARIAH PARK,DL,240.9
South West Fuel - Ariah Park,ARIAH PARK,P95,217.9
South West Fuel - Ariah Park,ARIAH PARK,U91,203.9
South West Fuel - Barellan,Barellan,DL,240.9
South West Fuel - Barellan,Barellan,U91,203.9
South West Fuel - Barmedman,Barmedman,DL,240.9
South West Fuel - Boorowa,BOOROWA,DL,242.9
South West Fuel - Boorowa,BOOROWA,P98,224.9
South West Fuel - Boorowa,BOOROWA,U91,204.9
South West Fuel - Quandialla,Quandialla,DL,240.9
South West Fuel - Quandialla,Quandialla,U91,203.9
South West Fuel - Temora,Temora,DL,239.9
South West Fuel - Temora,Temora,P95,216.9
South West Fuel - Temora,Temora,P98,225.9
South West Fuel - Temora,Temora,U91,202.9
South West Fuel - Temora Depot,Temora,DL,239.9
South West Fuel - Temora Depot,Temora,P95,216.9
South West Fuel - Temora Depot,Temora,P98,225.9
South West Fuel - Temora Depot,Temora,U91,202.9
South West Fuel - Young,Young,DL,239.9
South West Fuel - Young,Young,P95,213.9
South West Fuel - Young,Young,P98,225.9
South West Fuel - Young,Young,U91,199.9
South West Fuel Cootamundra,COOTAMUNDRA,DL,235.9
South West Fuel Cootamundra,COOTAMUNDRA,P95,207.9
South West Fuel Cootamundra,COOTAMUNDRA,P98,212.9
South West Fuel Cootamundra,COOTAMUNDRA,U91,197.9
Speedway Arncliffe,Arncliffe,DL,229.9
Speedway Arncliffe,Arncliffe,E10,182.5
Speedway Arncliffe,Arncliffe,P98,208.5
Speedway Arncliffe,Arncliffe,U91,184.5
Speedway Auburn,Auburn,DL,229.5
Speedway Auburn,Auburn,E10,187.5
Speedway Auburn,Auburn,P98,209.5
Speedway Auburn,Auburn,U91,189.5
Speedway Auburn Road,AUBURN,DL,229.5
Speedway Auburn Road,AUBURN,E10,187.5
Speedway Auburn Road,AUBURN,P95,203.5
Speedway Auburn Road,AUBURN,P98,209.5
Speedway Auburn Road,AUBURN,U91,189.5
Speedway Bankstown,BANKSTOWN,DL,221.5
Speedway Bankstown,BANKSTOWN,E10,183.5
Speedway Bankstown,BANKSTOWN,P98,205.5
Speedway Bankstown,BANKSTOWN,U91,185.5
Speedway Bass Hill,Bass Hill,DL,219.9
Speedway Bass Hill,Bass Hill,E10,183.9
Speedway Bass Hill,Bass Hill,P98,207.9
Speedway Bass Hill,Bass Hill,U91,185.9
Speedway Blacktown,Blacktown,DL,235.7
Speedway Blacktown,Blacktown,E10,186.7
Speedway Blacktown,Blacktown,P98,215.7
Speedway Blacktown,Blacktown,U91,188.7
Speedway Cabramatta,CABRAMATTA WEST,DL,227.5
Speedway Cabramatta,CABRAMATTA WEST,E10,187.5
Speedway Cabramatta,CABRAMATTA WEST,P98,209.5
