NATIONAL GEOCHEMICAL SURVEY OF AUSTRALIA: THE MERCURY CONCENTRATIONS DATASET,,,,,,,,,,
CITE AS: Schneider; L.; Taylor; J.R.; Caritat; P. de 2025. National Geochemical Survey of Australia: The Mercury Concentrations Dataset. Geoscience Australia Dataset; Canberra. https://pid.geoscience.gov.au/dataset/ga/150328,,,,,,,,,,
NOTES: NGSA SITEIDs were numbered from 2007190001 to 2007191600 then randomly allocated to individual States or the Northern Territory. As some SITEIDs were reserved for insertion of QA/QC samples and only 86% of targeted sites were sampled gaps occur in the list of SITEIDs (e.g. no data for SITEID = 2007190006),,,,,,,,,,
Geochemical data consist of total Hg concentrations. For more Methods details see Schneider et al. (2026) @ https://doi.org/10.1021/acs.est.5c11189,,,,,,,,,,
Extraction: Total Hg measured by direct analysis (no digestion) on approximately 100 mg of sample,,,,,,,,,,
Analysis: Milestone tri-cell direct mercury analyser (tri-cell DMA-80) reported in ng/g (= parts per billion; ppb) on dry weight basis with a Limit of Detection of 0.01 ng Hg,,,,,,,,,,
Additional geochemical data from the National Geochemical Survey of Australia available from http://dx.doi.org/10.11636/Record.2011.020; additional field site information available from http://pid.geoscience.gov.au/dataset/ga/70478,,,,,,,,,,
© Commonwealth of Australia (Geoscience Australia) 2025. This material is released under the Creative Commons Attribution 4.0 Australia Licence http://creativecommons.org/licenses/by/4.0/,,,,,,,,,,
,,,,,,,,,,
Last Updated: 31 March 2025,,,,,,,,,,
,,,,,,,,,,
SITEID,DATE_SAMPLED,LATITUDE_GDA94,LONGITUDE_GDA94,STATE,DUPLICATE_CODE,DUPLICATE_SITEID,SAMPLEID,GRAIN_SIZE,DEPTH,Hg_DMA_ng/g_0.01
2007191278,28/10/2007,-28.3326,148.84,QLD, ,,2007191278002 Fine,<75 µm,BOS,9.53
2007191279,7/09/2008,-30.2322,124.4348,WA, ,,2007191279001 Fine,<75 µm,TOS,66.84
2007191279,7/09/2008,-30.2322,124.4348,WA, ,,2007191279002 Fine,<75 µm,BOS,47.68
2007191281,13/10/2007,-23.5568,148.1445,QLD,Duplicate 2,2007191215,2007191281001 Fine,<75 µm,TOS,20.93
2007191281,13/10/2007,-23.5568,148.1445,QLD,Duplicate 2,2007191215,2007191281002 Fine,<75 µm,BOS,20.37
2007191282,19/02/2008,-29.9076,115.9953,WA,Duplicate 2,2007191134,2007191282001 Fine,<75 µm,TOS,7.57
2007191282,19/02/2008,-29.9076,115.9953,WA,Duplicate 2,2007191134,2007191282002 Fine,<75 µm,BOS,6.34
2007191283,10/01/2007,-37.7359,145.2105,VIC, ,,2007191283001 Fine,<75 µm,TOS,78.02
2007191283,10/01/2007,-37.7359,145.2105,VIC, ,,2007191283002 Fine,<75 µm,BOS,33.93
2007191284,20/05/2008,-25.798,146.428,QLD, ,,2007191284001 Fine,<75 µm,TOS,22.87
2007191284,20/05/2008,-25.798,146.428,QLD, ,,2007191284002 Fine,<75 µm,BOS,15.35
2007191285,21/05/2008,-17.9525,135.7071,NT, ,,2007191285001 Fine,<75 µm,TOS,8.52
2007191285,21/05/2008,-17.9525,135.7071,NT, ,,2007191285002 Fine,<75 µm,BOS,8.81
2007191286,7/10/2008,-30.1328,124.7519,WA, ,,2007191286001 Fine,<75 µm,TOS,20.84
2007191286,7/10/2008,-30.1328,124.7519,WA, ,,2007191286002 Fine,<75 µm,BOS,34.32
2007191287,8/10/2009,-11.7076,132.9192,NT, ,,2007191287001 Fine,<75 µm,TOS,10.19
2007191287,8/10/2009,-11.7076,132.9192,NT, ,,2007191287002 Fine,<75 µm,BOS,7.22
2007191289,10/01/2008,-30.0638,140.2395,SA, ,,2007191289001 Fine,<75 µm,TOS,4.57
2007191289,10/01/2008,-30.0638,140.2395,SA, ,,2007191289002 Fine,<75 µm,BOS,16.38
2007191291,4/01/2008,-27.1372,123.474,WA, ,,2007191291001 Fine,<75 µm,TOS,19.53
2007191291,4/01/2008,-27.1372,123.474,WA, ,,2007191291002 Fine,<75 µm,BOS,3.61
2007191292,13/03/2008,-32.7546,151.7303,NSW, ,,2007191292001 Fine,<75 µm,TOS,23.96
2007191292,13/03/2008,-32.7546,151.7303,NSW, ,,2007191292002 Fine,<75 µm,BOS,30.4
2007191293,6/08/2008,-28.3175,143.1339,QLD,Duplicate 1,2007191518,2007191293001 Fine,<75 µm,TOS,12.49
2007191293,6/08/2008,-28.3175,143.1339,QLD,Duplicate 1,2007191518,2007191293002 Fine,<75 µm,BOS,21.94
2007191294,26/10/2007,-23.9612,149.8456,QLD, ,,2007191294001 Fine,<75 µm,TOS,28.77
2007191294,26/10/2007,-23.9612,149.8456,QLD, ,,2007191294002 Fine,<75 µm,BOS,16.06
2007191295,8/11/2009,-26.7728,138.2942,SA,Duplicate 1,2007191498,2007191295001 Fine,<75 µm,TOS,5.71
2007191296,12/12/2007,-32.9411,120.3454,WA, ,,2007191296001 Fine,<75 µm,TOS,31.24
2007191296,12/12/2007,-32.9411,120.3454,WA, ,,2007191296002 Fine,<75 µm,BOS,88.2
2007191297,27/07/2008,-17.4098,130.7745,NT,Duplicate 2,2007190874,2007191297001 Fine,<75 µm,TOS,25.09
2007191297,27/07/2008,-17.4098,130.7745,NT,Duplicate 2,2007190874,2007191297002 Fine,<75 µm,BOS,27.11
2007191298,6/09/2008,-27.394,145.2178,QLD, ,,2007191298001 Fine,<75 µm,TOS,17.89
2007191298,6/09/2008,-27.394,145.2178,QLD, ,,2007191298002 Fine,<75 µm,BOS,11.46
2007191299,30/04/2008,-29.2939,145.0228,NSW,Duplicate 2,2007190753,2007191299001 Fine,<75 µm,TOS,15.52
2007191299,30/04/2008,-29.2939,145.0228,NSW,Duplicate 2,2007190753,2007191299002 Fine,<75 µm,BOS,7.2
2007191301,4/05/2008,-28.7775,125.7681,WA, ,,2007191301001 Fine,<75 µm,TOS,29.82
2007191301,4/05/2008,-28.7775,125.7681,WA, ,,2007191301002 Fine,<75 µm,BOS,34.08
2007191302,11/04/2009,-31.3133,134.4646,SA, ,,2007191302001 Fine,<75 µm,TOS,53.6
2007191302,11/04/2009,-31.3133,134.4646,SA, ,,2007191302002 Fine,<75 µm,BOS,46.18
2007191303,20/05/2008,-25.7595,147.8728,QLD, ,,2007191303001 Fine,<75 µm,TOS,32.2
2007191303,20/05/2008,-25.7595,147.8728,QLD, ,,2007191303002 Fine,<75 µm,BOS,19.23
2007191304,6/05/2008,-27.085,141.1734,QLD, ,,2007191304001 Fine,<75 µm,TOS,8.8
2007191304,6/05/2008,-27.085,141.1734,QLD, ,,2007191304002 Fine,<75 µm,BOS,28.2
2007191305,25/07/2008,-30.4805,133.6881,SA, ,,2007191305001 Fine,<75 µm,TOS,38.74
2007191305,25/07/2008,-30.4805,133.6881,SA, ,,2007191305002 Fine,<75 µm,BOS,79.11
2007191306,30/05/2008,-24.0229,144.8534,QLD, ,,2007191306001 Fine,<75 µm,TOS,14.82
2007191306,30/05/2008,-24.0229,144.8534,QLD, ,,2007191306002 Fine,<75 µm,BOS,9.77
2007191307,2/07/2008,-41.0798,145.9243,TAS, ,,2007191307001 Fine,<75 µm,TOS,113.29
2007191307,2/07/2008,-41.0798,145.9243,TAS, ,,2007191307002 Fine,<75 µm,BOS,100.75
2007191308,10/04/2007,-38.2683,144.3472,VIC, ,,2007191308001 Fine,<75 µm,TOS,45.49
2007191308,10/04/2007,-38.2683,144.3472,VIC, ,,2007191308002 Fine,<75 µm,BOS,14.08
2007191309,2/10/2008,-43.0145,147.0111,TAS, ,,2007191309001 Fine,<75 µm,TOS,56.62
2007191309,2/10/2008,-43.0145,147.0111,TAS, ,,2007191309002 Fine,<75 µm,BOS,51.51
2007191310,22/11/2008,-33.2913,137.2954,SA, ,,2007191310001 Fine,<75 µm,TOS,36.06
2007191310,22/11/2008,-33.2913,137.2954,SA, ,,2007191310002 Fine,<75 µm,BOS,54.23
2007191311,21/09/2007,-18.4367,140.8727,QLD, ,,2007191311001 Fine,<75 µm,TOS,10.47
2007191311,21/09/2007,-18.4367,140.8727,QLD, ,,2007191311002 Fine,<75 µm,BOS,8.93
2007191312,21/05/2008,-18.6186,135.4057,NT,Duplicate 2,2007190472,2007191312001 Fine,<75 µm,TOS,10.37
2007191312,21/05/2008,-18.6186,135.4057,NT,Duplicate 2,2007190472,2007191312002 Fine,<75 µm,BOS,9.07
2007191313,5/11/2008,-24.1206,137.9431,NT, ,,2007191313001 Fine,<75 µm,TOS,35.32
2007191313,5/11/2008,-24.1206,137.9431,NT, ,,2007191313002 Fine,<75 µm,BOS,17.36
2007191314,30/07/2008,-20.5506,132.1264,NT, ,,2007191314001 Fine,<75 µm,TOS,15.9
2007191314,30/07/2008,-20.5506,132.1264,NT, ,,2007191314002 Fine,<75 µm,BOS,10.36
2007191316,15/11/2007,-28.2116,114.3201,WA, ,,2007191316001 Fine,<75 µm,TOS,14.11
2007191316,15/11/2007,-28.2116,114.3201,WA, ,,2007191316002 Fine,<75 µm,BOS,12.89
2007191317,25/10/2008,-29.3802,139.9816,SA, ,,2007191317001 Fine,<75 µm,TOS,2.22
2007191317,25/10/2008,-29.3802,139.9816,SA, ,,2007191317002 Fine,<75 µm,BOS,1.01
2007191318,29/04/2009,-32.4323,134.088,SA,Duplicate 2,2007190495,2007191318001 Fine,<75 µm,TOS,43.32
2007191318,29/04/2009,-32.4323,134.088,SA,Duplicate 2,2007190495,2007191318002 Fine,<75 µm,BOS,51.84
2007191319,27/09/2009,-33.0116,136.63,SA, ,,2007191319001 Fine,<75 µm,TOS,4.26
2007191319,27/09/2009,-33.0116,136.63,SA, ,,2007191319002 Fine,<75 µm,BOS,2.83
2007191321,5/01/2008,-29.5301,146.1128,NSW, ,,2007191321001 Fine,<75 µm,TOS,21.26
2007191321,5/01/2008,-29.5301,146.1128,NSW, ,,2007191321002 Fine,<75 µm,BOS,18.52
2007191322,29/07/2008,-19.2559,132.6673,NT, ,,2007191322001 Fine,<75 µm,TOS,7.64
2007191322,29/07/2008,-19.2559,132.6673,NT, ,,2007191322002 Fine,<75 µm,BOS,7.27
2007191323,5/10/2008,-25.7056,137.889,NT, ,,2007191323001 Fine,<75 µm,TOS,10.11
2007191323,5/10/2008,-25.7056,137.889,NT, ,,2007191323002 Fine,<75 µm,BOS,7.5
2007191324,4/03/2008,-30.6447,145.0527,NSW, ,,2007191324001 Fine,<75 µm,TOS,19.32
2007191324,4/03/2008,-30.6447,145.0527,NSW, ,,2007191324002 Fine,<75 µm,BOS,16.5
2007191325,3/05/2008,-29.4221,120.5199,WA, ,,2007191325001 Fine,<75 µm,TOS,43.28
2007191325,3/05/2008,-29.4221,120.5199,WA, ,,2007191325002 Fine,<75 µm,BOS,13.23
2007191328,21/11/2008,-32.8021,137.5748,SA, ,,2007191328001 Fine,<75 µm,TOS,30.1
2007191328,21/11/2008,-32.8021,137.5748,SA, ,,2007191328002 Fine,<75 µm,BOS,24.2
2007191329,20/09/2007,-14.2959,131.8689,NT, ,,2007191329001 Fine,<75 µm,TOS,15.35
2007191329,20/09/2007,-14.2959,131.8689,NT, ,,2007191329002 Fine,<75 µm,BOS,5.44
2007191330,14/03/2008,-33.4415,150.8681,NSW, ,,2007191330001 Fine,<75 µm,TOS,36.13
2007191330,14/03/2008,-33.4415,150.8681,NSW, ,,2007191330002 Fine,<75 µm,BOS,53.84
2007191331,28/05/2008,-24.0851,143.1318,QLD,Duplicate 2,2007191051,2007191331001 Fine,<75 µm,TOS,10.81
2007191331,28/05/2008,-24.0851,143.1318,QLD,Duplicate 2,2007191051,2007191331002 Fine,<75 µm,BOS,9.92
2007191333,2/09/2008,-42.5058,146.6929,TAS, ,,2007191333001 Fine,<75 µm,TOS,27.71
2007191333,2/09/2008,-42.5058,146.6929,TAS, ,,2007191333002 Fine,<75 µm,BOS,23.93
2007191334,11/03/2007,-27.0699,149.7135,QLD,Duplicate 2,2007190661,2007191334001 Fine,<75 µm,TOS,14.68
2007191334,11/03/2007,-27.0699,149.7135,QLD,Duplicate 2,2007190661,2007191334002 Fine,<75 µm,BOS,14.37
2007191335,22/02/2008,-27.8214,118.382,WA, ,,2007191335001 Fine,<75 µm,TOS,37.64
2007191335,22/02/2008,-27.8214,118.382,WA, ,,2007191335002 Fine,<75 µm,BOS,11.8
2007191336,21/05/2008,-26.3405,144.3091,QLD, ,,2007191336001 Fine,<75 µm,TOS,22.1
2007191337,13/08/2009,-12.6557,135.3111,NT, ,,2007191337001 Fine,<75 µm,TOS,8.81
2007191337,13/08/2009,-12.6557,135.3111,NT, ,,2007191337002 Fine,<75 µm,BOS,12.84
2007191338,18/02/2008,-34.229,143.526,NSW, ,,2007191338001 Fine,<75 µm,TOS,21.44
2007191338,18/02/2008,-34.229,143.526,NSW, ,,2007191338002 Fine,<75 µm,BOS,9.36
2007191339,3/03/2008,-24.8192,113.8092,WA,Duplicate 2,2007191192,2007191339001 Fine,<75 µm,TOS,4.83
2007191339,3/03/2008,-24.8192,113.8092,WA,Duplicate 2,2007191192,2007191339002 Fine,<75 µm,BOS,16.34
2007191341,30/09/2008,-31.6413,139.4539,SA, ,,2007191341001 Fine,<75 µm,TOS,18.71
2007191341,30/09/2008,-31.6413,139.4539,SA, ,,2007191341002 Fine,<75 µm,BOS,23.46
2007191344,5/11/2008,-24.3481,136.628,NT, ,,2007191344001 Fine,<75 µm,TOS,19.61
2007191344,5/11/2008,-24.3481,136.628,NT, ,,2007191344002 Fine,<75 µm,BOS,6.04
2007191345,10/03/2007,-15.9789,142.5039,QLD, ,,2007191345001 Fine,<75 µm,TOS,20.17
2007191345,10/03/2007,-15.9789,142.5039,QLD, ,,2007191345002 Fine,<75 µm,BOS,10.24
2007191346,5/07/2008,-25.6113,134.7985,NT,Duplicate 1,2007191429,2007191346001 Fine,<75 µm,TOS,9.76
2007191346,5/07/2008,-25.6113,134.7985,NT,Duplicate 1,2007191429,2007191346002 Fine,<75 µm,BOS,6.77
2007191347,25/02/2008,-24.7735,120.1843,WA, ,,2007191347001 Fine,<75 µm,TOS,33.61
2007191347,25/02/2008,-24.7735,120.1843,WA, ,,2007191347002 Fine,<75 µm,BOS,23.05
2007191348,4/04/2008,-28.3467,125.39,WA,Duplicate 2,2007190218,2007191348001 Fine,<75 µm,TOS,12.82
2007191348,4/04/2008,-28.3467,125.39,WA,Duplicate 2,2007190218,2007191348002 Fine,<75 µm,BOS,20.87
2007191350,4/01/2008,-22.8139,141.9543,QLD, ,,2007191350001 Fine,<75 µm,TOS,13.42
2007191350,4/01/2008,-22.8139,141.9543,QLD, ,,2007191350002 Fine,<75 µm,BOS,9.97
2007191351,28/09/2008,-30.2301,140.6993,SA, ,,2007191351001 Fine,<75 µm,TOS,32.03
2007191351,28/09/2008,-30.2301,140.6993,SA, ,,2007191351002 Fine,<75 µm,BOS,26.13
2007191352,3/01/2008,-26.2959,122.3174,WA, ,,2007191352001 Fine,<75 µm,TOS,26.32
2007191352,3/01/2008,-26.2959,122.3174,WA, ,,2007191352002 Fine,<75 µm,BOS,9.06
2007191353,13/11/2007,-30.6985,115.5852,WA, ,,2007191353001 Fine,<75 µm,TOS,33.13
2007191353,13/11/2007,-30.6985,115.5852,WA, ,,2007191353002 Fine,<75 µm,BOS,10.11
2007191354,10/01/2007,-20.2547,143.1079,QLD, ,,2007191354001 Fine,<75 µm,TOS,8.44
2007191354,10/01/2007,-20.2547,143.1079,QLD, ,,2007191354002 Fine,<75 µm,BOS,17.73
2007191355,16/04/2008,-36.2619,147.2417,VIC, ,,2007191355001 Fine,<75 µm,TOS,50.05
2007191355,16/04/2008,-36.2619,147.2417,VIC, ,,2007191355002 Fine,<75 µm,BOS,21.36
2007191356,7/10/2008,-15.4749,129.7557,NT, ,,2007191356001 Fine,<75 µm,TOS,5.4
2007191356,7/10/2008,-15.4749,129.7557,NT, ,,2007191356002 Fine,<75 µm,BOS,5.38
2007191357,3/05/2008,-26.4546,114.1635,WA, ,,2007191357001 Fine,<75 µm,TOS,25.79
2007191357,3/05/2008,-26.4546,114.1635,WA, ,,2007191357002 Fine,<75 µm,BOS,32.92
2007191358,16/05/2008,-21.7339,135.6112,NT, ,,2007191358001 Fine,<75 µm,TOS,35.26
2007191358,16/05/2008,-21.7339,135.6112,NT, ,,2007191358002 Fine,<75 µm,BOS,12.64
2007191359,8/06/2008,-15.8952,136.3195,NT, ,,2007191359001 Fine,<75 µm,TOS,6.21
2007191359,8/06/2008,-15.8952,136.3195,NT, ,,2007191359002 Fine,<75 µm,BOS,8.04
2007191361,29/05/2008,-25.0692,143.0041,QLD, ,,2007191361001 Fine,<75 µm,TOS,5.84
2007191361,29/05/2008,-25.0692,143.0041,QLD, ,,2007191361002 Fine,<75 µm,BOS,9.43
2007191362,15/07/2008,-16.5088,136.0431,NT, ,,2007191362001 Fine,<75 µm,TOS,13.08
2007191362,15/07/2008,-16.5088,136.0431,NT, ,,2007191362002 Fine,<75 µm,BOS,9.64
2007191363,4/05/2008,-29.5292,126.7038,WA, ,,2007191363001 Fine,<75 µm,TOS,26.99
2007191363,4/05/2008,-29.5292,126.7038,WA, ,,2007191363002 Fine,<75 µm,BOS,32.72
2007191364,18/09/2007,-19.8944,140.1552,QLD, ,,2007191364001 Fine,<75 µm,TOS,8.62
2007191364,18/09/2007,-19.8944,140.1552,QLD, ,,2007191364002 Fine,<75 µm,BOS,5.32
2007191366,14/11/2007,-29.8507,115.1536,WA, ,,2007191366001 Fine,<75 µm,TOS,16.82
2007191366,14/11/2007,-29.8507,115.1536,WA, ,,2007191366002 Fine,<75 µm,BOS,4.15
2007191367,4/02/2008,-37.8301,147.5798,VIC, ,,2007191367001 Fine,<75 µm,TOS,25.69
2007191367,4/02/2008,-37.8301,147.5798,VIC, ,,2007191367002 Fine,<75 µm,BOS,19.83
2007191368,26/07/2008,-18.7487,131.2951,NT, ,,2007191368001 Fine,<75 µm,TOS,18.11
2007191368,26/07/2008,-18.7487,131.2951,NT, ,,2007191368002 Fine,<75 µm,BOS,13.59
2007191369,5/04/2008,-22.6659,115.679,WA, ,,2007191369001 Fine,<75 µm,TOS,14.98
2007191369,5/04/2008,-22.6659,115.679,WA, ,,2007191369002 Fine,<75 µm,BOS,12.58
2007191370,25/07/2008,-30.5827,134.797,SA, ,,2007191370001 Fine,<75 µm,TOS,24.39
2007191370,25/07/2008,-30.5827,134.797,SA, ,,2007191370002 Fine,<75 µm,BOS,31.38
2007191371,18/09/2007,-12.6668,131.3488,NT, ,,2007191371001 Fine,<75 µm,TOS,24.02
2007191371,18/09/2007,-12.6668,131.3488,NT, ,,2007191371002 Fine,<75 µm,BOS,28.18
2007191372,16/01/2008,-34.5196,115.9136,WA,Duplicate 1,2007191445,2007191372001 Fine,<75 µm,TOS,33.98
2007191372,16/01/2008,-34.5196,115.9136,WA,Duplicate 1,2007191445,2007191372002 Fine,<75 µm,BOS,20.8
2007191373,25/06/2008,-34.3348,137.9312,SA, ,,2007191373001 Fine,<75 µm,TOS,29.77
2007191373,25/06/2008,-34.3348,137.9312,SA, ,,2007191373002 Fine,<75 µm,BOS,20.62
2007191374,19/10/2007,-34.3601,142.2118,VIC, ,,2007191374001 Fine,<75 µm,TOS,21.04
2007191374,19/10/2007,-34.3601,142.2118,VIC, ,,2007191374002 Fine,<75 µm,BOS,20.28
2007191375,6/08/2008,-26.8399,144.3107,QLD, ,,2007191375001 Fine,<75 µm,TOS,14.65
2007191375,6/08/2008,-26.8399,144.3107,QLD, ,,2007191375002 Fine,<75 µm,BOS,4.66
2007191376,19/06/2009,-30.7885,130.4036,SA, ,,2007191376001 Fine,<75 µm,TOS,21.2
2007191376,19/06/2009,-30.7885,130.4036,SA, ,,2007191376002 Fine,<75 µm,BOS,47.59
2007191377,3/04/2008,-25.7416,115.1237,WA, ,,2007191377001 Fine,<75 µm,TOS,13.85
2007191377,3/04/2008,-25.7416,115.1237,WA, ,,2007191377002 Fine,<75 µm,BOS,8.33
2007191378,16/04/2008,-36.024,146.278,VIC, ,,2007191378001 Fine,<75 µm,TOS,24.48
2007191378,16/04/2008,-36.024,146.278,VIC, ,,2007191378002 Fine,<75 µm,BOS,29.37
2007191379,30/09/2008,-31.1222,139.563,SA,Duplicate 2,2007191066,2007191379001 Fine,<75 µm,TOS,23.48
2007191379,30/09/2008,-31.1222,139.563,SA,Duplicate 2,2007191066,2007191379002 Fine,<75 µm,BOS,18.04
2007191381,11/11/2009,-33.5949,137.9817,SA, ,,2007191381001 Fine,<75 µm,TOS,35.55
2007191381,11/11/2009,-33.5949,137.9817,SA, ,,2007191381002 Fine,<75 µm,BOS,32.61
2007191382,5/12/2008,-26.9856,116.2222,WA,Duplicate 1,2007191509,2007191382001 Fine,<75 µm,TOS,23.84
2007191382,5/12/2008,-26.9856,116.2222,WA,Duplicate 1,2007191509,2007191382002 Fine,<75 µm,BOS,8.67
2007191383,25/09/2007,-16.4437,141.5824,QLD, ,,2007191383001 Fine,<75 µm,TOS,52.26
2007191384,29/03/2008,-24.5182,114.014,WA, ,,2007191384001 Fine,<75 µm,TOS,18.5
2007191384,29/03/2008,-24.5182,114.014,WA, ,,2007191384002 Fine,<75 µm,BOS,10.03
2007191385,10/06/2007,-20.3147,136.104,NT,Duplicate 2,2007191216,2007191385001 Fine,<75 µm,TOS,39.54
2007191385,10/06/2007,-20.3147,136.104,NT,Duplicate 2,2007191216,2007191385002 Fine,<75 µm,BOS,37.6
2007191386,23/10/2007,-36.0371,144.3087,VIC,Duplicate 2,2007190414,2007191386001 Fine,<75 µm,TOS,21.54
2007191386,23/10/2007,-36.0371,144.3087,VIC,Duplicate 2,2007190414,2007191386002 Fine,<75 µm,BOS,14
2007191387,7/07/2008,-12.9681,130.7607,NT, ,,2007191387001 Fine,<75 µm,TOS,15.28
2007191387,7/07/2008,-12.9681,130.7607,NT, ,,2007191387002 Fine,<75 µm,BOS,6.4
2007191390,21/05/2008,-25.9192,144.5667,QLD, ,,2007191390001 Fine,<75 µm,TOS,11.77
2007191390,21/05/2008,-25.9192,144.5667,QLD, ,,2007191390002 Fine,<75 µm,BOS,17.13
2007191391,8/08/2008,-29.384,137.0529,SA, ,,2007191391001 Fine,<75 µm,TOS,9.46
2007191392,3/02/2008,-25.026,115.8642,WA, ,,2007191392001 Fine,<75 µm,TOS,10.72
2007191392,3/02/2008,-25.026,115.8642,WA, ,,2007191392002 Fine,<75 µm,BOS,9.86
2007191393,23/10/2008,-27.4715,140.0938,SA, ,,2007191393001 Fine,<75 µm,TOS,9.76
2007191393,23/10/2008,-27.4715,140.0938,SA, ,,2007191393002 Fine,<75 µm,BOS,3.6
2007191394,14/06/2008,-17.3689,123.1859,WA, ,,2007191394001 Fine,<75 µm,TOS,15.57
2007191394,14/06/2008,-17.3689,123.1859,WA, ,,2007191394002 Fine,<75 µm,BOS,14.27
2007191396,2/03/2008,-30.1472,148.3912,NSW,Duplicate 2,2007190181,2007191396001 Fine,<75 µm,TOS,19.47
2007191396,2/03/2008,-30.1472,148.3912,NSW,Duplicate 2,2007190181,2007191396002 Fine,<75 µm,BOS,9.3
2007191397,4/01/2008,-37.7449,148.9559,VIC, ,,2007191397001 Fine,<75 µm,TOS,33.64
2007191397,4/01/2008,-37.7449,148.9559,VIC, ,,2007191397002 Fine,<75 µm,BOS,30.2
2007191398,16/07/2008,-30.0962,136.1356,SA, ,,2007191398001 Fine,<75 µm,TOS,13.62
2007191398,16/07/2008,-30.0962,136.1356,SA, ,,2007191398002 Fine,<75 µm,BOS,14.18
2007191399,13/04/2008,-23.083,132.938,NT, ,,2007191399001 Fine,<75 µm,TOS,37.59
2007191399,13/04/2008,-23.083,132.938,NT, ,,2007191399002 Fine,<75 µm,BOS,35.1
2007191401,27/09/2008,-31.1734,140.6156,SA, ,,2007191401001 Fine,<75 µm,TOS,11.02
2007191401,27/09/2008,-31.1734,140.6156,SA, ,,2007191401002 Fine,<75 µm,BOS,18.26
2007191402,16/07/2008,-15.3207,135.3401,NT, ,,2007191402001 Fine,<75 µm,TOS,11.78
2007191402,16/07/2008,-15.3207,135.3401,NT, ,,2007191402002 Fine,<75 µm,BOS,8.37
2007191403,21/11/2008,-33.0252,137.4463,SA, ,,2007191403001 Fine,<75 µm,TOS,36.2
2007191403,21/11/2008,-33.0252,137.4463,SA, ,,2007191403002 Fine,<75 µm,BOS,41.01
2007191404,27/05/2008,-25.3373,140.2378,QLD, ,,2007191404001 Fine,<75 µm,TOS,10.77
2007191404,27/05/2008,-25.3373,140.2378,QLD, ,,2007191404002 Fine,<75 µm,BOS,8.52
2007191405,28/10/2008,-28.6882,144.7867,QLD, ,,2007191405001 Fine,<75 µm,TOS,25.63
2007191405,28/10/2008,-28.6882,144.7867,QLD, ,,2007191405002 Fine,<75 µm,BOS,13.38
2007191406,13/04/2008,-22.8056,132.6027,NT, ,,2007191406001 Fine,<75 µm,TOS,9.51
2007191406,13/04/2008,-22.8056,132.6027,NT, ,,2007191406002 Fine,<75 µm,BOS,7.09
2007191407,20/07/2009,-31.7894,132.4004,SA, ,,2007191407001 Fine,<75 µm,TOS,38.23
2007191407,20/07/2009,-31.7894,132.4004,SA, ,,2007191407002 Fine,<75 µm,BOS,23.47
2007191408,30/03/2008,-24.6404,113.8452,WA, ,,2007191408001 Fine,<75 µm,TOS,37.2
2007191408,30/03/2008,-24.6404,113.8452,WA, ,,2007191408002 Fine,<75 µm,BOS,28.36
2007191409,4/01/2008,-28.0877,123.3583,WA, ,,2007191409001 Fine,<75 µm,TOS,30.04
2007191409,4/01/2008,-28.0877,123.3583,WA, ,,2007191409002 Fine,<75 µm,BOS,21.12
2007191410,23/05/2008,-17.799,133.8344,NT, ,,2007191410001 Fine,<75 µm,TOS,15.88
2007191410,23/05/2008,-17.799,133.8344,NT, ,,2007191410002 Fine,<75 µm,BOS,14.18
2007191411,4/03/2008,-38.0251,147.1746,VIC, ,,2007191411001 Fine,<75 µm,TOS,39.44
2007191411,4/03/2008,-38.0251,147.1746,VIC, ,,2007191411002 Fine,<75 µm,BOS,33.6
2007191412,19/05/2008,-20.456,137.1432,NT, ,,2007191412001 Fine,<75 µm,TOS,19.29
2007191412,19/05/2008,-20.456,137.1432,NT, ,,2007191412002 Fine,<75 µm,BOS,18.76
2007191413,26/03/2008,-29.3562,121.8772,WA,Duplicate 2,2007190161,2007191413001 Fine,<75 µm,TOS,6.75
2007191413,26/03/2008,-29.3562,121.8772,WA,Duplicate 2,2007190161,2007191413002 Fine,<75 µm,BOS,5.47
2007191414,4/09/2008,-22.1902,138.6982,QLD, ,,2007191414001 Fine,<75 µm,TOS,7.02
2007191414,4/09/2008,-22.1902,138.6982,QLD, ,,2007191414002 Fine,<75 µm,BOS,8.16
2007191415,5/05/2008,-21.9799,115.0332,WA, ,,2007191415001 Fine,<75 µm,TOS,13.59
2007191415,5/05/2008,-21.9799,115.0332,WA, ,,2007191415002 Fine,<75 µm,BOS,7.86
2007191416,4/01/2008,-22.4006,145.1295,QLD,Duplicate 2,2007190383,2007191416001 Fine,<75 µm,TOS,18.67
2007191416,4/01/2008,-22.4006,145.1295,QLD,Duplicate 2,2007190383,2007191416002 Fine,<75 µm,BOS,31.57
2007191418,2/10/2008,-43.3302,146.97,TAS, ,,2007191418001 Fine,<75 µm,TOS,61.15
2007191418,2/10/2008,-43.3302,146.97,TAS, ,,2007191418002 Fine,<75 µm,BOS,51.19
2007191419,3/01/2008,-24.0245,115.6742,WA, ,,2007191419001 Fine,<75 µm,TOS,13.25
2007191419,3/01/2008,-24.0245,115.6742,WA, ,,2007191419002 Fine,<75 µm,BOS,9.07
2007191420,4/02/2008,-32.0169,143.635,NSW, ,,2007191420001 Fine,<75 µm,TOS,18.51
2007191420,4/02/2008,-32.0169,143.635,NSW, ,,2007191420002 Fine,<75 µm,BOS,46.67
