MEASURE,Measure,REGIONTYPE,Geography Level,ASGS_2016,Region,FREQUENCY,Frequency,TIME,Time,Value,Flag Codes,Flags
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,102,Central Coast,A,Annual,2012,2012,325163,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,102,Central Coast,A,Annual,2013,2013,327745,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,102,Central Coast,A,Annual,2014,2014,330377,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,102,Central Coast,A,Annual,2015,2015,333264,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,102,Central Coast,A,Annual,2016,2016,336611,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,102,Central Coast,A,Annual,2017,2017,339442,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,102,Central Coast,A,Annual,2018,2018,342095,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2001,2001,160596,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2002,2002,161388,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2003,2003,161458,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2004,2004,161223,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2005,2005,161462,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2006,2006,161885,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2007,2007,162975,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2008,2008,165153,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2009,2009,167081,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2010,2010,168351,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2011,2011,169018,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2012,2012,169885,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2013,2013,170795,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2014,2014,171694,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2015,2015,172780,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2016,2016,174137,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2017,2017,175144,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2018,2018,176179,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2001,2001,7099,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2002,2002,7118,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2003,2003,7084,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2004,2004,7028,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2005,2005,6986,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2006,2006,6949,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2007,2007,6996,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2008,2008,7136,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2009,2009,7237,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2010,2010,7270,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2011,2011,7289,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2012,2012,7362,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2013,2013,7428,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2014,2014,7502,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2015,2015,7562,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2016,2016,7626,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2017,2017,7682,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011028,Avoca Beach - Copacabana,A,Annual,2018,2018,7733,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2001,2001,10153,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2002,2002,10348,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2003,2003,10407,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2004,2004,10445,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2005,2005,10476,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2006,2006,10519,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2007,2007,10553,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2008,2008,10660,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2009,2009,10749,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2010,2010,10780,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2011,2011,10699,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2012,2012,10748,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2013,2013,10810,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2014,2014,10871,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2015,2015,10933,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2016,2016,10995,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2017,2017,11036,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011029,Box Head - MacMasters Beach,A,Annual,2018,2018,11112,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2001,2001,4793,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2002,2002,4807,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2003,2003,4788,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2004,2004,4744,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2005,2005,4743,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2006,2006,4756,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2007,2007,4727,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2008,2008,4713,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2009,2009,4682,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2010,2010,4652,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2011,2011,4578,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2012,2012,4632,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2013,2013,4691,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2014,2014,4746,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2015,2015,4799,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2016,2016,4858,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2017,2017,4893,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011030,Calga - Kulnura,A,Annual,2018,2018,4938,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2001,2001,13184,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2002,2002,13358,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2003,2003,13612,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2004,2004,13683,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2005,2005,13650,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2006,2006,13674,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2007,2007,13729,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2008,2008,13862,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2009,2009,14027,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2010,2010,14108,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2011,2011,14072,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2012,2012,14122,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2013,2013,14186,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2014,2014,14243,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2015,2015,14285,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2016,2016,14342,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2017,2017,14351,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011031,Erina - Green Point,A,Annual,2018,2018,14384,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2001,2001,16067,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2002,2002,16287,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2003,2003,16694,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2004,2004,16738,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2005,2005,17048,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2006,2006,17202,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2007,2007,17576,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2008,2008,17949,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2009,2009,18173,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2010,2010,18305,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2011,2011,18748,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2012,2012,18932,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2013,2013,18998,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2014,2014,19046,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2015,2015,19194,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2016,2016,19382,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2017,2017,19512,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011032,Gosford - Springfield,A,Annual,2018,2018,19653,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2001,2001,6558,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2002,2002,6543,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2003,2003,6496,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2004,2004,6458,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2005,2005,6455,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2006,2006,6446,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2007,2007,6535,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2008,2008,6647,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2009,2009,6729,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2010,2010,6721,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2011,2011,6669,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2012,2012,6640,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2013,2013,6643,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2014,2014,6633,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2015,2015,6607,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2016,2016,6586,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2017,2017,6571,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011033,Kariong,A,Annual,2018,2018,6583,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2001,2001,7319,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2002,2002,7432,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2003,2003,7414,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2004,2004,7397,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2005,2005,7398,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2006,2006,7394,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2007,2007,7325,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2008,2008,7339,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2009,2009,7361,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2010,2010,7384,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2011,2011,7339,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2012,2012,7365,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2013,2013,7400,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2014,2014,7425,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2015,2015,7448,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2016,2016,7483,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2017,2017,7486,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011034,Kincumber - Picketts Valley,A,Annual,2018,2018,7531,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2001,2001,7037,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2002,2002,6961,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2003,2003,6814,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2004,2004,6729,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2005,2005,6654,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2006,2006,6598,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2007,2007,6580,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2008,2008,6626,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2009,2009,6680,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2010,2010,6738,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2011,2011,6725,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2012,2012,6747,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2013,2013,6779,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2014,2014,6798,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2015,2015,6822,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2016,2016,6848,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2017,2017,6876,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011035,Narara,A,Annual,2018,2018,6904,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2001,2001,7341,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2002,2002,7467,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2003,2003,7489,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2004,2004,7526,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2005,2005,7581,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2006,2006,7666,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2007,2007,7799,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2008,2008,7985,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2009,2009,8179,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2010,2010,8280,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2011,2011,8299,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2012,2012,8277,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2013,2013,8264,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2014,2014,8243,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2015,2015,8215,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2016,2016,8201,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2017,2017,8179,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,102011036,Niagara Park - Lisarow,A,Annual,2018,2018,8152,,
