MEASURE,Measure,REGIONTYPE,Geography Level,ASGS_2016,Region,FREQUENCY,Frequency,TIME,Time,Value,Flag Codes,Flags
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041321,Jimboomba,A,Annual,2017,2017,28667,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041321,Jimboomba,A,Annual,2018,2018,31156,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2001,2001,5271,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2002,2002,5425,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2003,2003,5522,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2004,2004,5657,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2005,2005,5753,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2006,2006,5831,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2007,2007,5800,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2008,2008,5843,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2009,2009,5944,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2010,2010,6002,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2011,2011,6025,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2012,2012,6099,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2013,2013,6396,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2014,2014,6584,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2015,2015,6890,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2016,2016,7225,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2017,2017,7518,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311041322,Logan Village,A,Annual,2018,2018,7879,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2001,2001,45987,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2002,2002,47153,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2003,2003,47930,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2004,2004,48888,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2005,2005,49853,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2006,2006,50742,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2007,2007,51884,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2008,2008,53113,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2009,2009,54688,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2010,2010,55877,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2011,2011,56955,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2012,2012,58210,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2013,2013,59132,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2014,2014,59911,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2015,2015,60826,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2016,2016,62065,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2017,2017,63111,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31105,Loganlea - Carbrook,A,Annual,2018,2018,64002,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2001,2001,5188,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2002,2002,5304,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2003,2003,5360,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2004,2004,5414,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2005,2005,5677,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2006,2006,5974,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2007,2007,6329,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2008,2008,6768,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2009,2009,7748,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2010,2010,8355,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2011,2011,8804,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2012,2012,9436,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2013,2013,9781,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2014,2014,10192,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2015,2015,10647,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2016,2016,11225,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2017,2017,11713,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051323,Bethania - Waterford,A,Annual,2018,2018,12050,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2001,2001,7477,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2002,2002,7673,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2003,2003,7824,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2004,2004,7962,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2005,2005,8019,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2006,2006,8166,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2007,2007,8217,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2008,2008,8253,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2009,2009,8288,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2010,2010,8332,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2011,2011,8372,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2012,2012,8434,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2013,2013,8443,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2014,2014,8499,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2015,2015,8675,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2016,2016,8815,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2017,2017,9007,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051324,Cornubia - Carbrook,A,Annual,2018,2018,9083,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2001,2001,9651,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2002,2002,10010,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2003,2003,10105,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2004,2004,10184,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2005,2005,10255,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2006,2006,10263,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2007,2007,10355,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2008,2008,10506,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2009,2009,10709,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2010,2010,10899,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2011,2011,11137,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2012,2012,11315,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2013,2013,11367,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2014,2014,11405,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2015,2015,11452,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2016,2016,11543,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2017,2017,11581,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051325,Loganholme - Tanah Merah,A,Annual,2018,2018,11576,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2001,2001,7047,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2002,2002,7186,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2003,2003,7492,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2004,2004,8034,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2005,2005,8371,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2006,2006,8554,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2007,2007,8801,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2008,2008,9056,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2009,2009,9263,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2010,2010,9491,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2011,2011,9666,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2012,2012,9893,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2013,2013,10212,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2014,2014,10404,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2015,2015,10553,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2016,2016,10875,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2017,2017,11042,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051326,Loganlea,A,Annual,2018,2018,11428,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2001,2001,10997,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2002,2002,11143,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2003,2003,11258,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2004,2004,11391,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2005,2005,11493,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2006,2006,11583,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2007,2007,11613,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2008,2008,11631,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2009,2009,11666,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2010,2010,11693,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2011,2011,11728,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2012,2012,11800,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2013,2013,11942,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2014,2014,12010,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2015,2015,12038,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2016,2016,12084,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2017,2017,12148,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051327,Shailer Park,A,Annual,2018,2018,12299,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2001,2001,5627,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2002,2002,5837,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2003,2003,5891,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2004,2004,5903,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2005,2005,6038,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2006,2006,6202,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2007,2007,6569,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2008,2008,6899,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2009,2009,7014,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2010,2010,7107,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2011,2011,7248,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2012,2012,7332,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2013,2013,7387,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2014,2014,7401,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2015,2015,7461,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2016,2016,7523,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2017,2017,7620,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311051328,Waterford West,A,Annual,2018,2018,7566,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2001,2001,70809,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2002,2002,71519,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2003,2003,72024,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2004,2004,72569,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2005,2005,73245,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2006,2006,73952,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2007,2007,74466,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2008,2008,75397,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2009,2009,76375,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2010,2010,77099,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2011,2011,78090,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2012,2012,78767,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2013,2013,80131,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2014,2014,80518,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2015,2015,80299,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2016,2016,80226,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2017,2017,80366,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,31106,Springwood - Kingston,A,Annual,2018,2018,80374,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2001,2001,6267,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2002,2002,6274,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2003,2003,6271,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2004,2004,6249,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2005,2005,6229,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2006,2006,6234,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2007,2007,6224,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2008,2008,6244,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2009,2009,6305,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2010,2010,6414,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2011,2011,6502,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2012,2012,6704,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2013,2013,6806,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2014,2014,6924,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2015,2015,6934,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2016,2016,6932,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2017,2017,6972,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061329,Daisy Hill,A,Annual,2018,2018,6974,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2001,2001,9348,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2002,2002,9448,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2003,2003,9493,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2004,2004,9539,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2005,2005,9610,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2006,2006,9676,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2007,2007,9778,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2008,2008,10002,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2009,2009,10308,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2010,2010,10413,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2011,2011,10572,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2012,2012,10636,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2013,2013,10881,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2014,2014,10914,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2015,2015,10799,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2016,2016,10730,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2017,2017,10703,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061330,Kingston (Qld.),A,Annual,2018,2018,10612,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2001,2001,5692,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2002,2002,5798,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2003,2003,5868,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2004,2004,5949,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2005,2005,6063,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2006,2006,6174,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2007,2007,6111,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2008,2008,6157,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2009,2009,6271,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2010,2010,6279,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2011,2011,6431,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2012,2012,6468,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2013,2013,6597,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2014,2014,6593,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2015,2015,6485,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2016,2016,6440,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2017,2017,6460,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061331,Logan Central,A,Annual,2018,2018,6442,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2001,2001,15189,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2002,2002,15251,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2003,2003,15316,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2004,2004,15295,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2005,2005,15385,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2006,2006,15482,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2007,2007,15512,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2008,2008,15551,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2009,2009,15594,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2010,2010,15618,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2011,2011,15653,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2012,2012,15751,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2013,2013,15823,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2014,2014,15882,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2015,2015,15949,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2016,2016,16005,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,311061332,Rochedale South - Priestdale,A,Annual,2017,2017,16181,,
