"Year","Cancer_code","Cancer_name","Sex_code","Sex_name","SA2_code","SA2_name","p025","p10","p50","p90","p975","Prob"
"2005-2014",11,"Oesophageal",1,"Males",11001,"Goulburn",0.74,0.85,1.11,1.44,1.65,0.389
"2005-2014",11,"Oesophageal",1,"Males",11002,"Goulburn Region",0.91,0.97,1.09,1.23,1.31,0.65
"2005-2014",11,"Oesophageal",1,"Males",11003,"Yass",0.55,0.67,0.96,1.34,1.6,0.135
"2005-2014",11,"Oesophageal",1,"Males",11004,"Yass Region",0.85,0.91,1.03,1.17,1.26,0.269
"2005-2014",11,"Oesophageal",1,"Males",11005,"Young",0.75,0.88,1.21,1.65,1.92,0.569
"2005-2014",11,"Oesophageal",1,"Males",11006,"Young Region",1.01,1.09,1.27,1.48,1.62,0.957
"2005-2014",11,"Oesophageal",1,"Males",11007,"Braidwood",0.79,0.87,1.03,1.22,1.33,0.18
"2005-2014",11,"Oesophageal",1,"Males",11008,"Karabar",0.87,0.97,1.2,1.49,1.68,0.72
"2005-2014",11,"Oesophageal",1,"Males",11009,"Queanbeyan",1.01,1.12,1.37,1.7,1.89,0.956
"2005-2014",11,"Oesophageal",1,"Males",11010,"Queanbeyan - East",0.83,0.92,1.12,1.35,1.51,0.547
"2005-2014",11,"Oesophageal",1,"Males",11011,"Queanbeyan Region",0.84,0.9,1.03,1.17,1.26,0.209
"2005-2014",11,"Oesophageal",1,"Males",11012,"Queanbeyan West - Jerrabomberra",0.81,0.9,1.1,1.35,1.5,0.469
"2005-2014",11,"Oesophageal",1,"Males",11013,"Bombala",0.77,0.86,1.05,1.28,1.42,0.237
"2005-2014",11,"Oesophageal",1,"Males",11014,"Cooma",0.71,0.85,1.19,1.65,1.93,0.49
"2005-2014",11,"Oesophageal",1,"Males",11015,"Cooma Region",0.83,0.9,1.05,1.22,1.33,0.325
"2005-2014",11,"Oesophageal",1,"Males",11016,"Jindabyne - Berridale",0.73,0.82,1.01,1.25,1.39,0.063
"2005-2014",11,"Oesophageal",1,"Males",11017,"Batemans Bay",0.65,0.76,1.01,1.33,1.54,0.05
"2005-2014",11,"Oesophageal",1,"Males",11018,"Batemans Bay - South",0.61,0.7,0.9,1.15,1.31,0.4
"2005-2014",11,"Oesophageal",1,"Males",11019,"Bega - Tathra",0.84,0.98,1.29,1.7,1.97,0.758
"2005-2014",11,"Oesophageal",1,"Males",11020,"Bega-Eden Hinterland",0.81,0.9,1.08,1.3,1.44,0.41
"2005-2014",11,"Oesophageal",1,"Males",11021,"Broulee - Tomakin",0.6,0.7,0.91,1.19,1.36,0.355
"2005-2014",11,"Oesophageal",1,"Males",11022,"Deua - Wadbilliga",0.8,0.88,1.06,1.28,1.41,0.323
"2005-2014",11,"Oesophageal",1,"Males",11023,"Eden",0.77,0.9,1.21,1.64,1.9,0.592
"2005-2014",11,"Oesophageal",1,"Males",11024,"Eurobodalla Hinterland",0.76,0.83,0.99,1.17,1.28,0.045
"2005-2014",11,"Oesophageal",1,"Males",11025,"Merimbula - Tura Beach",0.75,0.87,1.11,1.42,1.6,0.422
"2005-2014",11,"Oesophageal",1,"Males",11026,"Moruya - Tuross Head",0.58,0.68,0.91,1.2,1.38,0.333
"2005-2014",11,"Oesophageal",1,"Males",11027,"Narooma - Bermagui",0.86,0.96,1.19,1.48,1.66,0.689
"2005-2014",11,"Oesophageal",1,"Males",11028,"Avoca Beach - Copacabana",0.64,0.74,0.96,1.24,1.41,0.167
"2005-2014",11,"Oesophageal",1,"Males",11029,"Box Head - MacMasters Beach",0.76,0.85,1.06,1.3,1.45,0.253
"2005-2014",11,"Oesophageal",1,"Males",11030,"Calga - Kulnura",0.81,0.87,1,1.14,1.23,0.029
"2005-2014",11,"Oesophageal",1,"Males",11031,"Erina - Green Point",0.76,0.83,0.98,1.16,1.27,0.109
"2005-2014",11,"Oesophageal",1,"Males",11032,"Gosford - Springfield",0.8,0.89,1.06,1.27,1.41,0.339
"2005-2014",11,"Oesophageal",1,"Males",11033,"Kariong",0.76,0.86,1.06,1.33,1.5,0.285
"2005-2014",11,"Oesophageal",1,"Males",11034,"Kincumber - Picketts Valley",0.73,0.82,1.01,1.24,1.39,0.043
"2005-2014",11,"Oesophageal",1,"Males",11035,"Narara",0.72,0.81,1.01,1.25,1.4,0.045
"2005-2014",11,"Oesophageal",1,"Males",11036,"Niagara Park - Lisarow",0.72,0.8,0.96,1.16,1.28,0.199
"2005-2014",11,"Oesophageal",1,"Males",11037,"Point Clare - Koolewong",0.79,0.9,1.14,1.45,1.67,0.533
"2005-2014",11,"Oesophageal",1,"Males",11038,"Saratoga - Davistown",0.72,0.84,1.11,1.45,1.68,0.372
"2005-2014",11,"Oesophageal",1,"Males",11039,"Terrigal - North Avoca",0.7,0.78,0.98,1.21,1.35,0.105
"2005-2014",11,"Oesophageal",1,"Males",11040,"Umina - Booker Bay - Patonga",0.73,0.82,1,1.22,1.35,0.007
"2005-2014",11,"Oesophageal",1,"Males",11041,"Wamberal - Forresters Beach",0.7,0.78,0.97,1.2,1.35,0.135
"2005-2014",11,"Oesophageal",1,"Males",11042,"Woy Woy - Blackwall",0.81,0.89,1.08,1.3,1.44,0.377
"2005-2014",11,"Oesophageal",1,"Males",11043,"Wyoming",0.71,0.8,0.98,1.21,1.36,0.076
"2005-2014",11,"Oesophageal",1,"Males",11044,"Bateau Bay - Killarney Vale",0.84,0.94,1.16,1.43,1.59,0.623
"2005-2014",11,"Oesophageal",1,"Males",11045,"Blue Haven - San Remo",0.81,0.89,1.07,1.29,1.42,0.373
"2005-2014",11,"Oesophageal",1,"Males",11046,"Budgewoi - Buff Point - Halekulani",0.79,0.9,1.12,1.42,1.6,0.503
"2005-2014",11,"Oesophageal",1,"Males",11047,"Chittaway Bay - Tumbi Umbi",0.73,0.81,0.97,1.16,1.27,0.169
"2005-2014",11,"Oesophageal",1,"Males",11048,"Gorokan - Kanwal - Charmhaven",0.76,0.85,1.06,1.32,1.47,0.264
"2005-2014",11,"Oesophageal",1,"Males",11049,"Jilliby - Yarramalong",0.79,0.86,1.02,1.2,1.32,0.13
"2005-2014",11,"Oesophageal",1,"Males",11050,"Lake Munmorah - Mannering Park",0.66,0.74,0.91,1.13,1.26,0.428
"2005-2014",11,"Oesophageal",1,"Males",11051,"Ourimbah - Fountaindale",0.72,0.8,0.98,1.19,1.31,0.107
"2005-2014",11,"Oesophageal",1,"Males",11052,"Summerland Point - Gwandalan",0.41,0.51,0.76,1.08,1.31,0.664
"2005-2014",11,"Oesophageal",1,"Males",11053,"The Entrance",0.93,1.06,1.36,1.74,1.96,0.89
"2005-2014",11,"Oesophageal",1,"Males",11054,"Toukley - Norah Head",0.88,1,1.3,1.68,1.91,0.802
"2005-2014",11,"Oesophageal",1,"Males",11055,"Tuggerah - Kangy Angy",0.7,0.8,0.99,1.23,1.38,0.049
"2005-2014",11,"Oesophageal",1,"Males",11056,"Warnervale - Wadalba",0.81,0.92,1.14,1.41,1.6,0.559
"2005-2014",11,"Oesophageal",1,"Males",11057,"Wyong",0.78,0.88,1.09,1.36,1.52,0.398
"2005-2014",11,"Oesophageal",1,"Males",11058,"Bathurst",0.65,0.75,0.97,1.24,1.42,0.121
"2005-2014",11,"Oesophageal",1,"Males",11059,"Bathurst - East",0.67,0.78,1.03,1.36,1.56,0.122
"2005-2014",11,"Oesophageal",1,"Males",11060,"Bathurst Region",0.87,0.94,1.08,1.25,1.35,0.507
"2005-2014",11,"Oesophageal",1,"Males",11061,"Oberon",0.83,0.92,1.11,1.33,1.48,0.535
"2005-2014",11,"Oesophageal",1,"Males",11062,"Condobolin",0.93,1.01,1.18,1.4,1.52,0.819
"2005-2014",11,"Oesophageal",1,"Males",11063,"Cowra",0.91,1.07,1.46,1.94,2.24,0.887
"2005-2014",11,"Oesophageal",1,"Males",11064,"Cowra Region",0.98,1.06,1.24,1.46,1.58,0.923
"2005-2014",11,"Oesophageal",1,"Males",11065,"Forbes",0.95,1.03,1.22,1.43,1.57,0.879
"2005-2014",11,"Oesophageal",1,"Males",11066,"Grenfell",0.97,1.08,1.32,1.62,1.81,0.923
"2005-2014",11,"Oesophageal",1,"Males",11067,"Parkes (NSW)",0.77,0.89,1.16,1.48,1.67,0.52
"2005-2014",11,"Oesophageal",1,"Males",11068,"Parkes Region",0.92,1.02,1.21,1.45,1.59,0.839
"2005-2014",11,"Oesophageal",1,"Males",11069,"West Wyalong",1,1.09,1.28,1.51,1.64,0.954
"2005-2014",11,"Oesophageal",1,"Males",11070,"Lithgow",0.76,0.89,1.21,1.63,1.88,0.587
"2005-2014",11,"Oesophageal",1,"Males",11071,"Lithgow Region",0.79,0.87,1.06,1.28,1.42,0.314
"2005-2014",11,"Oesophageal",1,"Males",11072,"Mudgee",0.78,0.93,1.27,1.73,2.02,0.675
"2005-2014",11,"Oesophageal",1,"Males",11073,"Mudgee Region - East",0.77,0.86,1.04,1.25,1.38,0.212
"2005-2014",11,"Oesophageal",1,"Males",11074,"Mudgee Region - West",0.87,0.95,1.1,1.29,1.4,0.598
"2005-2014",11,"Oesophageal",1,"Males",11076,"Blayney",0.83,0.94,1.17,1.46,1.64,0.628
"2005-2014",11,"Oesophageal",1,"Males",11077,"Orange",0.99,1.12,1.42,1.79,2,0.939
"2005-2014",11,"Oesophageal",1,"Males",11078,"Orange - North",1.04,1.2,1.54,1.97,2.26,0.969
"2005-2014",11,"Oesophageal",1,"Males",11079,"Orange Region",0.98,1.06,1.22,1.4,1.52,0.92
"2005-2014",11,"Oesophageal",1,"Males",11080,"Grafton",0.82,0.94,1.23,1.59,1.79,0.691
"2005-2014",11,"Oesophageal",1,"Males",11081,"Grafton Region",0.82,0.89,1.03,1.19,1.29,0.228
"2005-2014",11,"Oesophageal",1,"Males",11082,"Maclean - Yamba - Iluka",0.86,0.96,1.17,1.43,1.59,0.699
"2005-2014",11,"Oesophageal",1,"Males",11083,"Bellingen",0.78,0.85,1.02,1.21,1.34,0.099
"2005-2014",11,"Oesophageal",1,"Males",11084,"Coffs Harbour - North",0.65,0.73,0.93,1.17,1.33,0.307
"2005-2014",11,"Oesophageal",1,"Males",11085,"Coffs Harbour - South",0.67,0.77,0.99,1.25,1.42,0.066
"2005-2014",11,"Oesophageal",1,"Males",11086,"Coramba - Nana Glen - Bucca",0.75,0.83,1,1.2,1.31,0.004
"2005-2014",11,"Oesophageal",1,"Males",11087,"Dorrigo",0.8,0.89,1.09,1.34,1.51,0.422
"2005-2014",11,"Oesophageal",1,"Males",11088,"Korora - Emerald Beach",0.66,0.76,0.97,1.25,1.43,0.097
"2005-2014",11,"Oesophageal",1,"Males",11089,"Sawtell - Boambee",0.73,0.82,1.01,1.24,1.38,0.04
"2005-2014",11,"Oesophageal",1,"Males",11090,"Urunga",0.72,0.82,1.04,1.33,1.51,0.182
"2005-2014",11,"Oesophageal",1,"Males",11091,"Woolgoolga - Arrawarra",0.67,0.76,0.96,1.2,1.35,0.193
"2005-2014",11,"Oesophageal",1,"Males",11092,"Bourke - Brewarrina",0.91,1.01,1.2,1.43,1.58,0.82
"2005-2014",11,"Oesophageal",1,"Males",11093,"Cobar",0.88,0.98,1.18,1.42,1.58,0.738
"2005-2014",11,"Oesophageal",1,"Males",11094,"Coonamble",0.9,0.99,1.19,1.42,1.56,0.778
"2005-2014",11,"Oesophageal",1,"Males",11095,"Nyngan - Warren",0.97,1.07,1.27,1.53,1.68,0.916
"2005-2014",11,"Oesophageal",1,"Males",11096,"Walgett - Lightning Ridge",0.89,0.97,1.16,1.38,1.51,0.724
"2005-2014",11,"Oesophageal",1,"Males",11097,"Broken Hill",0.78,0.91,1.19,1.54,1.78,0.589
"2005-2014",11,"Oesophageal",1,"Males",11098,"Far West",0.93,1.01,1.18,1.38,1.49,0.833
"2005-2014",11,"Oesophageal",1,"Males",11099,"Coonabarabran",0.83,0.91,1.06,1.23,1.33,0.362
"2005-2014",11,"Oesophageal",1,"Males",11100,"Dubbo - East",0.76,0.88,1.13,1.45,1.65,0.461
"2005-2014",11,"Oesophageal",1,"Males",11101,"Dubbo - South",0.84,0.96,1.22,1.53,1.73,0.706
"2005-2014",11,"Oesophageal",1,"Males",11102,"Dubbo - West",0.77,0.89,1.14,1.47,1.68,0.51
"2005-2014",11,"Oesophageal",1,"Males",11103,"Dubbo Region",0.91,0.99,1.15,1.34,1.45,0.774
"2005-2014",11,"Oesophageal",1,"Males",11104,"Gilgandra",0.91,1.02,1.24,1.54,1.71,0.828
"2005-2014",11,"Oesophageal",1,"Males",11105,"Narromine",1.02,1.12,1.33,1.59,1.76,0.962
"2005-2014",11,"Oesophageal",1,"Males",11106,"Wellington",0.84,0.95,1.19,1.47,1.66,0.683
"2005-2014",11,"Oesophageal",1,"Males",11107,"Branxton - Greta - Pokolbin",0.69,0.76,0.92,1.1,1.21,0.466
"2005-2014",11,"Oesophageal",1,"Males",11108,"Cessnock",0.67,0.76,0.94,1.16,1.3,0.287
"2005-2014",11,"Oesophageal",1,"Males",11109,"Cessnock Region",0.83,0.89,1.01,1.15,1.23,0.056
"2005-2014",11,"Oesophageal",1,"Males",11110,"Dungog",0.73,0.79,0.92,1.08,1.17,0.492
"2005-2014",11,"Oesophageal",1,"Males",11111,"Kurri Kurri - Abermain",0.71,0.79,0.96,1.16,1.29,0.202
"2005-2014",11,"Oesophageal",1,"Males",11112,"Singleton",0.56,0.65,0.85,1.1,1.27,0.569
"2005-2014",11,"Oesophageal",1,"Males",11113,"Singleton Region",0.71,0.78,0.91,1.06,1.15,0.574
"2005-2014",11,"Oesophageal",1,"Males",11114,"Maitland",0.68,0.76,0.92,1.12,1.23,0.421
"2005-2014",11,"Oesophageal",1,"Males",11115,"Maitland - East",0.67,0.74,0.89,1.07,1.18,0.567
"2005-2014",11,"Oesophageal",1,"Males",11116,"Maitland - North",0.67,0.74,0.91,1.1,1.22,0.489
"2005-2014",11,"Oesophageal",1,"Males",11117,"Maitland - West",0.7,0.78,0.93,1.11,1.22,0.393
"2005-2014",11,"Oesophageal",1,"Males",11118,"Thornton - Millers Forest",0.69,0.76,0.93,1.13,1.25,0.362
"2005-2014",11,"Oesophageal",1,"Males",11119,"Anna Bay",0.7,0.81,1.04,1.35,1.55,0.167
"2005-2014",11,"Oesophageal",1,"Males",11120,"Lemon Tree Passage - Tanilba Bay",0.67,0.77,1,1.28,1.46,0.001
"2005-2014",11,"Oesophageal",1,"Males",11121,"Nelson Bay Peninsula",0.64,0.75,0.96,1.23,1.38,0.146
"2005-2014",11,"Oesophageal",1,"Males",11122,"Raymond Terrace",0.66,0.74,0.91,1.12,1.25,0.448
"2005-2014",11,"Oesophageal",1,"Males",11123,"Seaham - Woodville",0.69,0.76,0.92,1.1,1.22,0.452
"2005-2014",11,"Oesophageal",1,"Males",11124,"Tea Gardens - Hawks Nest",0.55,0.64,0.85,1.1,1.27,0.58
"2005-2014",11,"Oesophageal",1,"Males",11125,"Williamtown - Medowie - Karuah",0.71,0.78,0.93,1.1,1.2,0.418
"2005-2014",11,"Oesophageal",1,"Males",11126,"Muswellbrook",0.56,0.65,0.86,1.12,1.29,0.53
"2005-2014",11,"Oesophageal",1,"Males",11127,"Muswellbrook Region",0.66,0.74,0.92,1.14,1.28,0.373
"2005-2014",11,"Oesophageal",1,"Males",11128,"Scone",0.6,0.72,1.01,1.42,1.73,0.027
"2005-2014",11,"Oesophageal",1,"Males",11129,"Scone Region",0.81,0.87,1,1.15,1.23,0.013
"2005-2014",11,"Oesophageal",1,"Males",11130,"Berkeley - Warrawong - Windang",0.83,0.92,1.11,1.34,1.48,0.54
"2005-2014",11,"Oesophageal",1,"Males",11131,"Dapto - Avondale",0.85,0.95,1.13,1.34,1.47,0.633
"2005-2014",11,"Oesophageal",1,"Males",11132,"Horsley - Kembla Grange",0.75,0.84,1.04,1.28,1.42,0.166
"2005-2014",11,"Oesophageal",1,"Males",11133,"Port Kembla Industrial",0.68,0.78,0.98,1.22,1.38,0.096
"2005-2014",11,"Oesophageal",1,"Males",11134,"Unanderra - Mount Kembla",0.73,0.8,0.97,1.17,1.28,0.173
"2005-2014",11,"Oesophageal",1,"Males",11135,"Illawarra Catchment Reserve",0.81,0.87,1,1.13,1.21,0.021
"2005-2014",11,"Oesophageal",1,"Males",11136,"Albion Park - Macquarie Pass",0.87,0.96,1.14,1.36,1.49,0.677
"2005-2014",11,"Oesophageal",1,"Males",11137,"Albion Park Rail",0.81,0.91,1.13,1.41,1.59,0.539
"2005-2014",11,"Oesophageal",1,"Males",11138,"Kiama",0.78,0.9,1.19,1.56,1.81,0.584
"2005-2014",11,"Oesophageal",1,"Males",11139,"Kiama Downs - Minnamurra",0.82,0.93,1.2,1.55,1.77,0.639
"2005-2014",11,"Oesophageal",1,"Males",11140,"Kiama Hinterland - Gerringong",0.88,0.97,1.17,1.41,1.56,0.729
"2005-2014",11,"Oesophageal",1,"Males",11141,"Shellharbour - Flinders",0.89,0.98,1.2,1.45,1.61,0.758
"2005-2014",11,"Oesophageal",1,"Males",11142,"Shellharbour - Oak Flats",0.82,0.94,1.2,1.52,1.72,0.665
"2005-2014",11,"Oesophageal",1,"Males",11143,"Warilla",0.85,0.97,1.23,1.57,1.77,0.74
"2005-2014",11,"Oesophageal",1,"Males",11144,"Balgownie - Fairy Meadow",0.68,0.76,0.93,1.13,1.24,0.349
"2005-2014",11,"Oesophageal",1,"Males",11145,"Corrimal - Tarrawanna - Bellambi",0.64,0.72,0.91,1.13,1.27,0.433
"2005-2014",11,"Oesophageal",1,"Males",11146,"Figtree - Keiraville",0.64,0.71,0.87,1.05,1.16,0.648
"2005-2014",11,"Oesophageal",1,"Males",11147,"Helensburgh",0.69,0.76,0.92,1.11,1.23,0.399
"2005-2014",11,"Oesophageal",1,"Males",11148,"Thirroul - Austinmer - Coalcliff",0.59,0.68,0.86,1.07,1.21,0.618
"2005-2014",11,"Oesophageal",1,"Males",11149,"Wollongong",0.71,0.8,0.97,1.19,1.32,0.127
"2005-2014",11,"Oesophageal",1,"Males",11150,"Woonona - Bulli - Russell Vale",0.62,0.7,0.88,1.1,1.24,0.541
"2005-2014",11,"Oesophageal",1,"Males",11151,"Bulahdelah - Stroud",0.74,0.81,0.98,1.18,1.29,0.125
"2005-2014",11,"Oesophageal",1,"Males",11152,"Forster",0.75,0.86,1.1,1.4,1.58,0.38
"2005-2014",11,"Oesophageal",1,"Males",11153,"Forster-Tuncurry Region",0.78,0.87,1.08,1.31,1.47,0.349
"2005-2014",11,"Oesophageal",1,"Males",11154,"Tuncurry",0.73,0.86,1.13,1.49,1.71,0.443
"2005-2014",11,"Oesophageal",1,"Males",11155,"Kempsey",0.53,0.62,0.86,1.17,1.37,0.476
"2005-2014",11,"Oesophageal",1,"Males",11156,"Kempsey Region",0.75,0.82,0.97,1.14,1.24,0.195
"2005-2014",11,"Oesophageal",1,"Males",11157,"Macksville - Scotts Head",0.71,0.82,1.06,1.37,1.56,0.238
"2005-2014",11,"Oesophageal",1,"Males",11158,"Nambucca Heads",0.77,0.89,1.18,1.56,1.8,0.566
"2005-2014",11,"Oesophageal",1,"Males",11159,"Nambucca Heads Region",0.78,0.88,1.09,1.34,1.5,0.407
"2005-2014",11,"Oesophageal",1,"Males",11160,"South West Rocks",0.61,0.73,1.02,1.41,1.68,0.067
"2005-2014",11,"Oesophageal",1,"Males",11162,"Laurieton - Bonny Hills",0.68,0.76,0.92,1.12,1.23,0.403
"2005-2014",11,"Oesophageal",1,"Males",11163,"Port Macquarie - East",0.71,0.8,0.99,1.22,1.35,0.056
"2005-2014",11,"Oesophageal",1,"Males",11164,"Port Macquarie - West",0.77,0.86,1.07,1.33,1.49,0.331
"2005-2014",11,"Oesophageal",1,"Males",11165,"Port Macquarie Region",0.72,0.8,0.96,1.14,1.25,0.239
"2005-2014",11,"Oesophageal",1,"Males",11166,"Wauchope",0.74,0.83,1.03,1.28,1.43,0.153
"2005-2014",11,"Oesophageal",1,"Males",11167,"Gloucester",0.7,0.77,0.93,1.11,1.23,0.414
"2005-2014",11,"Oesophageal",1,"Males",11168,"Old Bar - Manning Point - Red Head",0.63,0.72,0.91,1.14,1.29,0.4
"2005-2014",11,"Oesophageal",1,"Males",11169,"Taree",0.6,0.69,0.87,1.08,1.22,0.591
"2005-2014",11,"Oesophageal",1,"Males",11170,"Taree Region",0.73,0.8,0.94,1.1,1.19,0.388
"2005-2014",11,"Oesophageal",1,"Males",11171,"Wingham",0.55,0.66,0.87,1.16,1.35,0.452
"2005-2014",11,"Oesophageal",1,"Males",11172,"Albury - East",0.89,0.98,1.18,1.42,1.57,0.758
"2005-2014",11,"Oesophageal",1,"Males",11173,"Albury - North",0.83,0.93,1.15,1.43,1.59,0.596
"2005-2014",11,"Oesophageal",1,"Males",11174,"Albury - South",0.92,1.02,1.24,1.49,1.65,0.842
"2005-2014",11,"Oesophageal",1,"Males",11175,"Albury Region",0.94,1.02,1.18,1.36,1.47,0.868
"2005-2014",11,"Oesophageal",1,"Males",11176,"Lavington",0.91,1.03,1.29,1.62,1.82,0.855
"2005-2014",11,"Oesophageal",1,"Males",11177,"Hay",0.88,0.98,1.2,1.46,1.62,0.754
"2005-2014",11,"Oesophageal",1,"Males",11178,"Wentworth - Buronga",0.79,0.87,1.06,1.3,1.44,0.318
"2005-2014",11,"Oesophageal",1,"Males",11179,"Wentworth-Balranald Region",0.91,0.98,1.14,1.31,1.42,0.745
"2005-2014",11,"Oesophageal",1,"Males",11180,"Corowa",0.8,0.93,1.21,1.57,1.8,0.652
"2005-2014",11,"Oesophageal",1,"Males",11181,"Corowa Region",1.01,1.09,1.26,1.46,1.58,0.956
"2005-2014",11,"Oesophageal",1,"Males",11182,"Deniliquin",0.94,1.12,1.52,2.08,2.45,0.923
"2005-2014",11,"Oesophageal",1,"Males",11183,"Deniliquin Region",0.97,1.04,1.18,1.35,1.45,0.895
"2005-2014",11,"Oesophageal",1,"Males",11184,"Moama",0.87,0.98,1.23,1.53,1.72,0.758
"2005-2014",11,"Oesophageal",1,"Males",11185,"Tocumwal - Finley - Jerilderie",0.94,1.02,1.19,1.38,1.52,0.849
"2005-2014",11,"Oesophageal",1,"Males",11186,"Armidale",0.64,0.74,0.95,1.21,1.37,0.211
"2005-2014",11,"Oesophageal",1,"Males",11187,"Armidale Region - North",0.79,0.86,1,1.16,1.26,0.017
"2005-2014",11,"Oesophageal",1,"Males",11188,"Armidale Region - South",0.71,0.79,0.96,1.15,1.26,0.243
"2005-2014",11,"Oesophageal",1,"Males",11189,"Walcha",0.76,0.83,0.97,1.13,1.21,0.217
"2005-2014",11,"Oesophageal",1,"Males",11190,"Glen Innes",0.72,0.81,0.98,1.19,1.31,0.093
"2005-2014",11,"Oesophageal",1,"Males",11191,"Inverell",0.89,1.02,1.31,1.68,1.92,0.83
"2005-2014",11,"Oesophageal",1,"Males",11192,"Inverell Region - East",0.85,0.91,1.06,1.23,1.33,0.399
"2005-2014",11,"Oesophageal",1,"Males",11193,"Inverell Region - West",0.82,0.91,1.1,1.32,1.45,0.469
"2005-2014",11,"Oesophageal",1,"Males",11194,"Tenterfield",0.84,0.91,1.04,1.2,1.29,0.31
"2005-2014",11,"Oesophageal",1,"Males",11195,"Moree",0.78,0.93,1.3,1.8,2.14,0.696
"2005-2014",11,"Oesophageal",1,"Males",11196,"Moree Region",0.86,0.94,1.11,1.3,1.42,0.567
"2005-2014",11,"Oesophageal",1,"Males",11197,"Narrabri",0.51,0.63,0.9,1.26,1.5,0.311
"2005-2014",11,"Oesophageal",1,"Males",11198,"Narrabri Region",0.83,0.91,1.07,1.26,1.37,0.391
"2005-2014",11,"Oesophageal",1,"Males",11199,"Gunnedah",0.48,0.59,0.84,1.19,1.41,0.459
"2005-2014",11,"Oesophageal",1,"Males",11200,"Gunnedah Region",0.73,0.81,0.99,1.21,1.34,0.047
"2005-2014",11,"Oesophageal",1,"Males",11201,"Quirindi",0.77,0.86,1.05,1.28,1.43,0.255
"2005-2014",11,"Oesophageal",1,"Males",11202,"Tamworth - East",0.67,0.76,0.96,1.21,1.36,0.156
"2005-2014",11,"Oesophageal",1,"Males",11203,"Tamworth - North",0.63,0.72,0.92,1.18,1.32,0.329
"2005-2014",11,"Oesophageal",1,"Males",11204,"Tamworth - West",0.61,0.7,0.92,1.19,1.37,0.334
"2005-2014",11,"Oesophageal",1,"Males",11205,"Tamworth Region",0.79,0.85,0.98,1.12,1.2,0.164
"2005-2014",11,"Oesophageal",1,"Males",11206,"Belmont - Bennetts Green",0.61,0.7,0.86,1.07,1.19,0.623
"2005-2014",11,"Oesophageal",1,"Males",11207,"Belmont South - Blacksmiths",0.49,0.6,0.86,1.23,1.48,0.411
"2005-2014",11,"Oesophageal",1,"Males",11208,"Charlestown - Dudley",0.59,0.65,0.79,0.95,1.04,0.905
"2005-2014",11,"Oesophageal",1,"Males",11209,"Glendale - Cardiff - Hillsborough",0.7,0.77,0.9,1.06,1.15,0.583
"2005-2014",11,"Oesophageal",1,"Males",11210,"Mount Hutton - Windale",0.64,0.72,0.89,1.09,1.21,0.551
"2005-2014",11,"Oesophageal",1,"Males",11211,"Redhead",0.5,0.59,0.8,1.07,1.25,0.664
"2005-2014",11,"Oesophageal",1,"Males",11212,"Swansea - Caves Beach",0.44,0.53,0.75,1.05,1.25,0.719
"2005-2014",11,"Oesophageal",1,"Males",11213,"Valentine - Eleebana",0.65,0.73,0.93,1.19,1.35,0.302
"2005-2014",11,"Oesophageal",1,"Males",11214,"Warners Bay - Boolaroo",0.65,0.74,0.91,1.12,1.25,0.44
"2005-2014",11,"Oesophageal",1,"Males",11215,"Bolton Point - Teralba",0.76,0.84,1.02,1.24,1.37,0.11
"2005-2014",11,"Oesophageal",1,"Males",11216,"Bonnells Bay - Silverwater",0.54,0.65,0.91,1.27,1.5,0.27
"2005-2014",11,"Oesophageal",1,"Males",11217,"Edgeworth - Cameron Park",0.72,0.81,0.98,1.19,1.32,0.095
"2005-2014",11,"Oesophageal",1,"Males",11218,"Morisset - Cooranbong",0.8,0.88,1.02,1.2,1.31,0.145
"2005-2014",11,"Oesophageal",1,"Males",11219,"Toronto - Awaba",0.69,0.77,0.94,1.16,1.29,0.294
"2005-2014",11,"Oesophageal",1,"Males",11220,"Wangi Wangi - Rathmines",0.55,0.65,0.85,1.1,1.26,0.579
"2005-2014",11,"Oesophageal",1,"Males",11221,"West Wallsend - Barnsley - Killingworth",0.78,0.86,1.03,1.24,1.36,0.165
"2005-2014",11,"Oesophageal",1,"Males",11222,"Adamstown - Kotara",0.64,0.7,0.85,1.03,1.14,0.727
"2005-2014",11,"Oesophageal",1,"Males",11223,"Beresfield - Hexham",0.72,0.8,0.97,1.16,1.29,0.187
"2005-2014",11,"Oesophageal",1,"Males",11224,"Hamilton - Broadmeadow",0.66,0.73,0.88,1.07,1.17,0.607
"2005-2014",11,"Oesophageal",1,"Males",11225,"Lambton - New Lambton",0.65,0.71,0.86,1.03,1.13,0.725
"2005-2014",11,"Oesophageal",1,"Males",11226,"Maryland - Fletcher - Minmi",0.74,0.82,0.98,1.17,1.28,0.117
"2005-2014",11,"Oesophageal",1,"Males",11227,"Mayfield - Warabrook",0.7,0.78,0.96,1.19,1.33,0.18
"2005-2014",11,"Oesophageal",1,"Males",11228,"Merewether - The Junction",0.56,0.63,0.79,0.98,1.1,0.831
"2005-2014",11,"Oesophageal",1,"Males",11229,"Newcastle - Cooks Hill",0.62,0.71,0.91,1.18,1.34,0.348
"2005-2014",11,"Oesophageal",1,"Males",11230,"Newcastle Port - Kooragang",0.61,0.7,0.92,1.22,1.41,0.301
"2005-2014",11,"Oesophageal",1,"Males",11231,"Shortland - Jesmond",0.69,0.77,0.92,1.1,1.22,0.429
